beta,eta,gamma,gamma_over_eta,n,repeat_id,gradient_at_zero,gradient_at_true_gamma,local_gradient_slope_eta_scaled,default_solution_strategy,gamma_hat_default,gamma_hat_default_over_eta,l6_delta,l6_loss,default_loss,l6_gamma_hat,l6_solution_at_boundary,sample_min_over_mean,lower_gap_over_mean,sample_cv
1.5,1000.0,100.0,0.1,7.0,200,-0.020073189504105516,-0.013083757937345418,1.4170867270598269,brent_root,291.79672303815374,0.29179672303815374,0.06,0.07686609627679751,0.07993083866483641,266.2678335085451,False,0.48124199449055843,0.23780066303801203,0.4108112753224675
1.5,1000.0,100.0,0.1,7.0,201,0.10581044204220585,0.16629768851733578,2.293065228414387,truncated_at_zero,0.0,0.0,0.44,0.08254320001948315,0.6701576061369131,290.6632261714109,False,0.45722355871270937,0.24763493790561894,0.3575063517079424
1.5,1000.0,100.0,0.1,7.0,202,0.40929558744046435,0.7086998619945533,1.6036830521471086,truncated_at_zero,0.0,0.0,0.5,0.07622335937500531,0.09382371374061216,32.18457591410156,False,0.2257899334004259,0.48434320461503116,0.48104206540491334
1.5,1000.0,100.0,0.1,7.0,203,0.019838663199276536,0.038479016838090234,0.5803174668845419,brent_root,180.80067838080188,0.18080067838080188,0.04,0.3343472476502436,0.46648165043664624,108.95190731153272,False,0.48378386134559354,0.02485298633921397,0.485811424209253
1.5,1000.0,100.0,0.1,7.0,204,0.0033062370472809496,2.0885962981745236,184.25006215213307,brent_root,33.56757979711962,0.03356757979711962,0.0,0.08870175387807983,0.13601124359622824,0.0,True,0.15255869114434928,0.03641764363996272,0.8065771098543686
1.5,1000.0,100.0,0.1,7.0,205,-0.18397818586066703,-0.23500899752924478,1.4323244241212543,brent_root,256.0816865390259,0.2560816865390259,0.0,0.23851904260018789,0.26163702390567173,248.583013567165,False,0.36204043922413026,0.02418953244428196,0.7848938094020425
1.5,1000.0,100.0,0.1,7.0,206,-0.1747791012503115,-0.24397578801035852,-0.8019848096354666,brent_root,330.483209571428,0.330483209571428,0.0,0.37396619835250744,0.3824671923489632,328.66135496545024,False,0.3616158353054643,0.072583733278023,0.7428076284286516
1.5,1000.0,100.0,0.1,7.0,207,-0.2607147506781695,-0.40624649323663903,-0.7171823755378443,brent_root,278.24681141534035,0.27824681141534036,0.0,0.2884537517112539,0.2920581301052967,277.2257596051168,False,0.31129821669752256,0.11392062917838823,0.7798363797843462
1.5,1000.0,100.0,0.1,7.0,208,-0.1959165946844169,-0.18085217474334758,4.207019531606963,brent_root,168.22165201824058,0.16822165201824058,0.0,0.13212084029349902,0.15299175735195328,157.17127516106157,False,0.31644851578574085,0.27476109247669817,0.7810525685999141
1.5,1000.0,100.0,0.1,7.0,209,0.39278903998054715,0.7188830285883048,6.7050493192571645,truncated_at_zero,0.0,0.0,0.5,0.7829739325301888,0.8665000999452666,44.87931417581103,False,0.189188895160676,0.17159129333359488,0.5861840928401191
1.5,1000.0,100.0,0.1,7.0,210,0.045119318828270576,0.165057114437933,5.484279114758076,brent_root,68.90428747413834,0.06890428747413835,0.06,0.037523639183624724,0.04489287474367809,25.91405504001327,False,0.23920565804462193,0.022817829768413976,0.7059305582800283
1.5,1000.0,100.0,0.1,7.0,211,0.31701169221184533,0.5149092697825185,1.8631946747768615,truncated_at_zero,0.0,0.0,0.5,0.062073640602578514,0.17303906161739155,94.78468525103268,False,0.2745681239777886,0.4016224610865134,0.45156002929402433
1.5,1000.0,100.0,0.1,7.0,212,-0.21846398240461257,-0.2868803996042839,1.609032180194913,brent_root,279.5154382623983,0.2795154382623983,0.0,0.1898855894100397,0.2014249702225426,273.8479363996761,False,0.2903026229164983,0.05370218965318369,0.7894963119132252
1.5,1000.0,100.0,0.1,7.0,213,-0.08216205042662454,-0.04051333723600238,5.133242915548269,brent_root,163.89401186766915,0.16389401186766914,0.0,0.020021883340271565,0.04532738155800154,132.35724040345747,False,0.3469947103854705,0.1535950697321548,0.5543129984561929
1.5,1000.0,100.0,0.1,7.0,214,0.8441273045281826,1.0592357555635075,-0.2948073361481358,truncated_at_zero,0.0,0.0,0.0,0.05829151764340829,0.05829151764340829,0.0,True,0.12732877633730874,0.4752428247330586,0.6221329947080583
1.5,1000.0,100.0,0.1,7.0,215,-0.2054763290948213,-0.4417207785080096,-3.7411339356073263,brent_root,176.7656416034489,0.1767656416034489,0.0,0.5589263111495054,0.5622775574588343,176.38512192787715,False,0.25620348546260113,0.04937186810398008,0.8531721484449006
1.5,1000.0,100.0,0.1,7.0,216,-0.21239227642530228,-0.11951651047863944,19.470192282425202,brent_root,122.51182657091496,0.12251182657091496,0.0,0.2072645427934346,0.22441612414184342,114.83954865177652,False,0.3188386237096426,0.20282226019828534,0.678579878593303
1.5,1000.0,100.0,0.1,7.0,217,-0.14720543694891966,0.2495998848876887,13.87351981027125,brent_root,85.03274178593789,0.0850327417859379,0.0,0.05787819835295911,0.06383066413665416,67.41340948379644,False,0.21653579131691725,0.24125413156994308,0.7079488257256896
1.5,1000.0,100.0,0.1,7.0,218,-0.033355929461723485,-0.03614572310173101,0.8690116892503141,brent_root,458.16198144525634,0.4581619814452563,0.04,0.12345240445722452,0.13232926699297096,421.0959049123279,False,0.5149646489522886,0.18654102349243168,0.37592747391080067
1.5,1000.0,100.0,0.1,7.0,219,-0.11813142461544526,-0.20991820185587054,-0.22858924562177138,brent_root,240.02468174926437,0.24002468174926436,0.0,0.3695930734699694,0.3788959200488191,238.0556317239238,False,0.31632478487988497,0.1242446956354522,0.743603655463455
1.5,1000.0,100.0,0.1,7.0,220,0.4534502122310812,0.5753177216189445,0.27715738162689135,truncated_at_zero,0.0,0.0,0.46,0.30421567397594107,0.3125984048824212,4.751201659293678,False,0.20410628466744174,0.3321996067503106,0.4672493622216815
1.5,1000.0,100.0,0.1,7.0,221,0.5503319784002463,1.251399286399669,5.713785494133195,truncated_at_zero,0.0,0.0,0.0,0.028452436951888063,0.028452436951888063,0.0,True,0.19053055447723594,0.2802821190972349,0.5990557211254666
1.5,1000.0,100.0,0.1,7.0,222,-0.23883608884623433,-0.3435468486982499,-3.244113368371612,brent_root,343.2666935203227,0.3432666935203227,0.0,0.4583901265807801,0.4615415646747915,342.7071674868699,False,0.3638133902706768,0.06433809824297537,0.8416275552310359
1.5,1000.0,100.0,0.1,7.0,223,0.471810653798404,0.6542094532909976,1.6457577625742952,truncated_at_zero,0.0,0.0,0.5,1.232645914709058,1.2898169886696325,17.499688708023022,False,0.1961945273570115,0.4776099768776139,0.5906144474796514
1.5,1000.0,100.0,0.1,7.0,224,0.21404565830663583,0.47129051413583917,4.73646271311292,truncated_at_zero,0.0,0.0,0.42,0.061073369129834014,0.13636146354945988,90.97589133597344,False,0.32163531005736923,0.25046948670783653,0.4349985581574851
1.5,1000.0,100.0,0.1,7.0,225,0.43024258509094765,0.5708957695935151,-0.3156227910150478,truncated_at_zero,0.0,0.0,0.48,0.25025963281729025,0.2571482186416782,25.276044246422494,False,0.21078518346688502,0.5375213136353935,0.45885904999840993
1.5,1000.0,100.0,0.1,7.0,226,0.029589993596962,0.052226502750236756,1.1029815791002886,brent_root,252.03174803541384,0.25203174803541384,0.3,0.15986833918922166,0.36534602352604734,432.0164439947299,False,0.5253115330163425,0.14576680470644665,0.3337966009259208
1.5,1000.0,100.0,0.1,7.0,227,0.1432942605671105,0.33456316899380945,3.1174509782023136,truncated_at_zero,0.0,0.0,0.44,0.07868209021450753,0.21660802201076737,136.30559642887854,False,0.33953286829344115,0.40181257731211,0.47072834159655724
1.5,1000.0,100.0,0.1,7.0,228,0.31085092746807247,0.6590678512620971,3.8771368731453117,truncated_at_zero,0.0,0.0,0.46,0.002714250523075662,0.02260144841876114,59.11198459554034,False,0.24799671066996182,0.09076472561117772,0.5242207696534178
1.5,1000.0,100.0,0.1,7.0,229,-0.11457011278814463,-0.13727062228450498,13.085305782488508,brent_root,135.15333572215104,0.13515333572215105,0.0,0.305175953420852,0.3302241268083062,128.84839821361706,False,0.268054450481646,0.06632120017662424,0.6960092478165483
1.5,1000.0,100.0,0.1,7.0,230,-0.00978434702298037,0.0559104757370103,4.216855240630377,brent_root,130.9203744696408,0.1309203744696408,0.14,0.010363071183390422,0.011883690280333353,149.7717651817332,False,0.3687129772413242,0.255031066813178,0.48377543773327353
1.5,1000.0,100.0,0.1,7.0,231,-0.0473226492106386,-0.06593366351971301,-0.8038148378521156,brent_root,481.34336904490317,0.48134336904490316,0.0,0.9214171817622236,0.929958106980743,480.6626152289056,False,0.6198610005761321,0.002202090402498255,0.4761995827126933
1.5,1000.0,100.0,0.1,7.0,232,-0.030883951448006958,-0.040900360600307384,0.15353219525728168,brent_root,528.5969680213018,0.5285969680213017,0.0,0.43550205112984086,0.46345689417315983,507.53762407313786,False,0.6699720560716539,0.1385716823491305,0.2810830627717047
1.5,1000.0,100.0,0.1,7.0,233,0.028152006438436492,0.05773550923951555,1.5719910755671624,brent_root,177.2491766298914,0.1772491766298914,0.24,0.2657985368656841,0.3758058798759161,267.3641514808163,False,0.5445128006524083,0.06708568590696216,0.34405144524861675
1.5,1000.0,100.0,0.1,7.0,234,0.005092656111697797,0.004432548174699176,-0.09617479419652884,brent_root,461.9102087938298,0.46191020879382977,0.0,0.1668146698470515,0.7608187938347866,0.0,True,0.42628102640620463,0.01875265944471613,0.614624961696651
1.5,1000.0,100.0,0.1,7.0,235,0.4296245314935273,0.7162479905916874,1.6091401087693689,truncated_at_zero,0.0,0.0,0.5,0.07427452825130788,0.10782835301442609,31.183811883685877,False,0.22524435720358038,0.12023506064811938,0.5259593733004534
1.5,1000.0,100.0,0.1,7.0,236,-0.024001351822739273,-0.03307415958854934,-0.5130563152111526,brent_root,590.3991038899869,0.590399103889987,0.0,1.134841127066366,1.1378458519518062,590.2070756236428,False,0.7573870485775197,0.029454122327091666,0.2969319429857447
1.5,1000.0,100.0,0.1,7.0,237,0.05844912832301827,0.07844846927767896,1.0017363414208311,brent_root,207.76120458104134,0.20776120458104133,0.26,0.19249613753927314,0.4317089463116559,452.1010292433636,False,0.4685768570155877,0.04908581618818058,0.40567561295666293
1.5,1000.0,100.0,0.1,7.0,238,-0.12193677027141134,-0.1837734063753777,0.6001922470504668,brent_root,290.09738546384136,0.29009738546384134,0.0,0.29783627389588335,0.3107661127286051,286.2642844411859,False,0.44456472429744454,0.10021395191268817,0.5446429348507629
1.5,1000.0,100.0,0.1,7.0,239,-0.026386276907218443,-0.038573297113559696,0.5357031602757916,brent_root,290.35885597682886,0.29035885597682887,0.0,0.27060539012392454,0.3269419036690611,267.5003283326934,False,0.5074457236909946,0.16897080073781146,0.43825163954078905
1.5,1000.0,100.0,0.1,7.0,240,0.16110216576658018,0.26172795800120524,4.055960992847602,truncated_at_zero,0.0,0.0,0.4,0.017663156003243953,0.16659801085401882,171.14184502830526,False,0.32845069134817717,0.11891864412122503,0.4673268295980692
1.5,1000.0,100.0,0.1,7.0,241,-0.07265891834322859,0.19279727072141745,22.19046143935727,brent_root,86.13542643822457,0.08613542643822457,0.0,0.053126008885493264,0.08518085323881215,59.17355010569658,False,0.2632412707999813,0.12660378476133635,0.6565387493782274
1.5,1000.0,100.0,0.1,7.0,242,0.2884027867659283,0.4638872029492415,1.7731342181569014,truncated_at_zero,0.0,0.0,0.5,0.08159205522613006,0.23094977383198767,116.85256967740146,False,0.2995673810922785,0.38391097559961895,0.4144343943377311
1.5,1000.0,100.0,0.1,7.0,243,0.031631679636327785,0.15871969765124572,3.432189323630748,brent_root,65.26140348874608,0.06526140348874608,0.44,0.01224724159647294,0.09545777631664026,197.85133220183045,False,0.33914196935710617,0.3271140809163069,0.5262763768945712
1.5,1000.0,100.0,0.1,7.0,244,-0.1510351401735479,-0.2777513757027374,0.22927243034832603,brent_root,221.16455034376972,0.22116455034376972,0.0,0.3283601739384243,0.33611709311577376,219.31442578366168,False,0.3274848041450219,0.11011470988716307,0.6611973792926457
1.5,1000.0,100.0,0.1,7.0,245,0.20699825040037886,0.4405903487869852,2.762532964385948,truncated_at_zero,0.0,0.0,0.5,0.07419460601131714,0.21904407460059291,120.66529370279804,False,0.22705642265904843,0.473745477818463,0.673875181400969
1.5,1000.0,100.0,0.1,7.0,246,-0.06561803088383353,-0.10125866350601359,0.677838824718273,brent_root,251.67308825095645,0.25167308825095647,0.0,0.3358143673084012,0.36512904491831955,242.9648681350219,False,0.46146639681604423,0.1653011220749505,0.5172412652170264
1.5,1000.0,100.0,0.1,7.0,247,-0.06742789158473073,-0.08411329914609147,-0.4778821103603855,brent_root,715.1036136651994,0.7151036136651994,0.0,0.6798180000927057,0.6973753085820622,711.202384301035,False,0.6327119624730144,0.08871103113689889,0.45234245973455267
1.5,1000.0,100.0,0.1,7.0,248,0.03343194935379823,0.20403930271053833,6.148441780246536,brent_root,58.249484301725445,0.05824948430172545,0.12,0.00153155292367436,0.002283441122368517,69.86629849621768,False,0.29918837234917456,0.06042327894061883,0.648647920009706
1.5,1000.0,100.0,0.1,7.0,249,0.03540927670639676,0.0665118325386473,1.933983354634115,brent_root,163.37067229339448,0.16337067229339447,0.1,0.004031118349681733,0.004031118349681733,163.37067229339448,False,0.3860785214834956,0.01422476339994132,0.542606487456032
1.5,1000.0,100.0,0.1,7.0,250,0.4090038131221322,0.5009557582179691,0.47523811123065596,truncated_at_zero,0.0,0.0,0.48,0.25317698282874074,0.311091212892712,69.00838991915083,False,0.19645307015032293,0.5179623592811015,0.48451287605187643
1.5,1000.0,100.0,0.1,7.0,251,-0.12112396991906631,-0.08189228322781544,13.33133106305567,brent_root,142.97028331240702,0.14297028331240702,0.0,0.21712111029013173,0.2548066630018045,128.80752312945668,False,0.3332386492166318,0.04345509131517871,0.6678221169331358
1.5,1000.0,100.0,0.1,7.0,252,-0.04356144384069578,-0.060444237043105246,-0.9309436511224612,brent_root,554.0979996666367,0.5540979996666368,0.0,0.7326814754707255,0.7362397614923253,553.68587608499,False,0.5018077774856091,0.05891994391889252,0.5767688265379264
1.5,1000.0,100.0,0.1,7.0,253,-0.07436756389381907,-0.09771862630580497,0.14060778314411307,brent_root,428.13672567936675,0.4281367256793667,0.0,0.36533507026365797,0.3983270320361221,418.7235902875668,False,0.5451535295031086,0.052187851613691744,0.4850214986595196
1.5,1000.0,100.0,0.1,7.0,254,0.6190713923014622,0.8489177300906015,0.6939353101892939,truncated_at_zero,0.0,0.0,0.0,0.09046669073866326,0.09046669073866326,0.0,True,0.17471489024814799,0.49156528943453365,0.5334219510464852
1.5,1000.0,100.0,0.1,7.0,255,-0.06558789359238376,-0.08199207616444475,-0.4562528708677063,brent_root,688.1534849136833,0.6881534849136833,0.0,0.6254427046430233,0.6438617185681091,684.3115364933552,False,0.5586134029086373,0.022221139589952737,0.5011019265423109
1.5,1000.0,100.0,0.1,7.0,256,0.007418889818792339,0.021225015956501735,1.4634539015800245,brent_root,236.88599017790295,0.23688599017790296,0.04,0.06951477750373308,0.09232917157775693,165.93337338602748,False,0.32094334915373796,0.01703892623779496,0.6488891677436427
1.5,1000.0,100.0,0.1,7.0,257,-0.010135997078909472,-0.015150357092665306,-0.3058361666295671,brent_root,531.0108483354555,0.5310108483354555,0.0,0.8443737687618171,0.852822030388676,530.2548173686623,False,0.5816351856609049,0.033806458497238644,0.42115168732241604
1.5,1000.0,100.0,0.1,7.0,258,0.09602130153559342,0.20000111105791893,2.4762012558815663,brent_root,5.8992008234099425,0.005899200823409942,0.5,0.16560766545252956,0.55300594531723,255.93383028824576,False,0.3346221620561055,0.3397123870038785,0.49959983062039276
1.5,1000.0,100.0,0.1,7.0,259,-0.022314760051477284,-0.028351984981990416,-0.33531165069408314,brent_root,807.0658783875651,0.8070658783875652,0.0,1.4299954646954274,1.430413054723872,807.052299004368,False,0.6637871084663322,0.012425982568405292,0.41777749745885423
1.5,1000.0,100.0,0.1,7.0,260,-0.045724699962460265,-0.05764632226021371,0.21485424874204345,brent_root,456.4508347018403,0.4564508347018403,0.0,0.27914100294387256,0.34221373027598057,435.4301989266653,False,0.5217418384784943,0.013614900506814631,0.5078850127696369
1.5,1000.0,100.0,0.1,7.0,261,-0.028048981032571647,-0.04600584018924702,-0.6798955520830364,brent_root,337.05715753910505,0.33705715753910503,0.0,0.5753994423463212,0.5864502250649735,336.0831027195422,False,0.3183908873748744,0.0023340129324620784,0.7475863971527643
1.5,1000.0,100.0,0.1,7.0,262,-0.027212214915007228,-0.039550538808510394,-0.7286574382765164,brent_root,492.1395949140972,0.4921395949140972,0.0,1.2114548509302825,1.212189057954794,492.1126614619752,False,0.7085810694789645,0.024470862850970727,0.39419531022233595
1.5,1000.0,100.0,0.1,7.0,263,0.871382664063275,1.41272379660036,-4.61711700956012,truncated_at_zero,0.0,0.0,0.0,0.08254636382042699,0.08254636382042699,0.0,True,0.13369640311485273,0.11374206459375148,0.647186492547862
1.5,1000.0,100.0,0.1,7.0,264,-0.07402192375604143,-0.09732970038992958,-0.7517050515186736,brent_root,585.0810342600818,0.5850810342600817,0.0,0.5622522933390043,0.5736525873110054,582.5555499454952,False,0.5849808502598924,0.1097931937502203,0.47753955710643237
1.5,1000.0,100.0,0.1,7.0,265,0.5052676805997788,0.8387452170259875,0.6941411307418065,truncated_at_zero,0.0,0.0,0.0,0.061056486194716916,0.061056486194716916,0.0,True,0.19421216094585225,0.01769454525969355,0.679270951984266
1.5,1000.0,100.0,0.1,7.0,266,-0.03267304877245705,-0.03362900691061515,1.1164787934551084,brent_root,358.8684856731162,0.3588684856731162,0.06,0.12515665534742246,0.12783909308266123,338.2033444531573,False,0.5278746778159995,0.2023085539006393,0.36278364034098054
1.5,1000.0,100.0,0.1,7.0,267,0.21261588302514856,0.8039968458163235,6.8374080431050395,truncated_at_zero,0.0,0.0,0.5,0.06945416247795194,0.11171023645362455,58.19653448613979,False,0.17540697649775924,0.3864354322043183,0.8181518972434503
1.5,1000.0,100.0,0.1,7.0,268,-0.18529383583944672,0.13766782564112806,30.226533561097842,brent_root,98.18990269061034,0.09818990269061034,0.0,0.11999342236547893,0.13722306326988384,89.08950664667613,False,0.24856830631681515,0.2023262114814562,0.6735058614010088
1.5,1000.0,100.0,0.1,7.0,269,0.13484993270325618,0.2282274958629748,2.6546659063005684,truncated_at_zero,0.0,0.0,0.5,0.14271981578145138,0.6014542302089384,275.9001899914087,False,0.37367889861940373,0.2843562544393747,0.4410313157664317
1.5,1000.0,100.0,0.1,7.0,270,-0.06853007657869685,-0.08507556541676078,-0.6100834990618107,brent_root,668.5360382568825,0.6685360382568826,0.0,1.0026011919531779,1.0093610909128803,668.1798187437167,False,0.4913675212462291,0.003133634212146465,0.6691004319407915
1.5,1000.0,100.0,0.1,7.0,271,0.26438446051803405,0.3058295064424126,0.015352978068722226,truncated_at_zero,0.0,0.0,0.0,1.07615039741241,1.07615039741241,0.0,True,0.22453160737452746,0.7079878734183177,0.43026984216797354
1.5,1000.0,100.0,0.1,7.0,272,0.47965621592324886,0.28893438542419475,-1.7972932322663782,truncated_at_zero,0.0,0.0,0.0,0.40430125296572983,0.40430125296572983,0.0,True,0.09368339982749295,0.1729050006917872,0.5729983757652433
1.5,1000.0,100.0,0.1,7.0,273,0.1725249007422386,0.49140174287012867,7.061491935610537,truncated_at_zero,0.0,0.0,0.22,0.05941960742470569,0.0638732331192737,26.910266464668137,False,0.3060602460955282,0.006220424791283862,0.6016055332812092
1.5,1000.0,100.0,0.1,7.0,274,0.021126525445290107,0.13470154683223523,6.7471311749581115,brent_root,87.73794083723384,0.08773794083723384,0.04,0.008998078235398515,0.0356243107095253,37.07247786072768,False,0.2785491161485453,0.11929756270223457,0.5920357404627469
1.5,1000.0,100.0,0.1,7.0,275,0.21732117581978902,0.30416333833235765,1.29711520918258,truncated_at_zero,0.0,0.0,0.5,0.24956914944440473,0.7788593514257941,254.3469919049986,False,0.3339926912717279,0.41839680188348094,0.4051738866546214
1.5,1000.0,100.0,0.1,7.0,276,0.2573077299209229,0.6232039273181776,4.560848843548725,truncated_at_zero,0.0,0.0,0.5,0.025569722982552584,0.08491280100445336,75.05363844043046,False,0.23924884427927182,0.3964898698000835,0.611143917450217
1.5,1000.0,100.0,0.1,7.0,277,-0.02091759378752307,-0.031185551842890468,-0.4224412615277195,brent_root,424.4777730205119,0.42447777302051193,0.0,0.7836904027901082,0.8053286096734859,422.25612769117936,False,0.6137916286540689,0.01893807302725728,0.3931767106778721
1.5,1000.0,100.0,0.1,7.0,278,-0.1860557359003329,-0.21399600039243438,19.607653879141516,brent_root,153.24280359908514,0.15324280359908513,0.0,0.17318289626703037,0.18555576748776642,146.81432414741283,False,0.20469478290042442,0.12553579374768087,0.8033470638929613
1.5,1000.0,100.0,0.1,7.0,279,0.756732178076238,2.298252064199269,8.010901809681549,truncated_at_zero,0.0,0.0,0.0,0.08524772213148096,0.08524772213148096,0.0,True,0.13852234824750922,0.2957698349880931,0.7065201259705803
1.5,1000.0,100.0,0.1,7.0,280,0.010218778607324999,0.0753881248687264,2.321482297796375,brent_root,128.20517778621053,0.12820517778621052,0.3,0.08761892401698049,0.1516413811592767,225.55436386534856,False,0.418781773144549,0.3299110988322044,0.4492231039497346
1.5,1000.0,100.0,0.1,7.0,281,0.08365539246444889,0.2099456030896829,4.028176476452969,brent_root,18.484020707797036,0.018484020707797037,0.42,0.028774430093282476,0.17327905846107516,191.0572494206964,False,0.34257401455142644,0.1813137085410073,0.49625563728348004
1.5,1000.0,100.0,0.1,7.0,282,-0.0529827689021618,-0.0550207506836293,1.6639075353402915,brent_root,296.557094678039,0.296557094678039,0.0,0.025749293965885434,0.06444409693906164,249.162255540571,False,0.42422859554948894,0.10840000941179245,0.49234761627294016
1.5,1000.0,100.0,0.1,7.0,283,0.05991057154954153,0.3119823668667663,5.317384987537201,brent_root,24.954104513293167,0.024954104513293166,0.46,0.00964083806010672,0.06408561116122113,135.22060761277615,False,0.2861407198196948,0.2898159486373325,0.5872152293421701
1.5,1000.0,100.0,0.1,7.0,284,0.1625434490246612,0.3566964865957714,5.663036181705749,truncated_at_zero,0.0,0.0,0.34,0.013363986930512583,0.0782423798273423,99.14274546363464,False,0.32521102644009525,0.17259246081913532,0.483437485323066
1.5,1000.0,100.0,0.1,7.0,285,-0.1212813072500022,-0.15880468211214338,-0.4726549587274817,brent_root,473.44939464187206,0.4734493946418721,0.0,0.36688755325626365,0.3791170007297208,470.04238047897206,False,0.4355923356705551,0.1327157586950663,0.6859710102984449
1.5,1000.0,100.0,0.1,7.0,286,-0.0006786306818372339,-0.0015781545292815596,-0.1003162452507118,brent_root,808.4439909014585,0.8084439909014585,0.0,0.9565521465730802,0.9818162676513604,804.9404523126528,False,0.6639547587628404,0.055498484088170506,0.3296712782247305
1.5,1000.0,100.0,0.1,7.0,287,-0.059847254890693716,-0.07956961669126718,1.0906434667964253,brent_root,302.16750908986796,0.30216750908986795,0.0,0.17147300589185696,0.20705834744519763,281.6922134495586,False,0.48578044072558885,0.18898699638085945,0.45690219692668893
1.5,1000.0,100.0,0.1,7.0,288,0.47696414662848907,1.32605271609749,11.21163743054419,truncated_at_zero,0.0,0.0,0.5,0.3047373644446028,0.30917233470768846,6.126750007724493,False,0.14764673430033173,0.1646803507405941,0.6506877967162307
1.5,1000.0,100.0,0.1,7.0,289,0.00795236564188648,0.08097875422237097,4.173135817033087,brent_root,115.23351321638845,0.11523351321638844,0.1,0.0011481986926386385,0.0011481986926386385,115.23351321638845,False,0.35398360663754164,0.044678818512721714,0.5845312250235647
1.5,1000.0,100.0,0.1,7.0,290,0.012720248049189312,0.04330307479816953,4.70136827352232,brent_root,137.2929195738234,0.13729291957382342,0.02,0.25255058620058524,0.3592335062981387,48.32877112925574,False,0.4033997568632131,0.06796644752065087,0.49727289166795735
1.5,1000.0,100.0,0.1,7.0,291,-0.016541934982746802,-0.021890257387514496,-0.05931175469885696,brent_root,620.9782885540833,0.6209782885540833,0.0,0.5290188101458498,0.5899345925744144,605.5089772789672,False,0.6478968793667979,0.04327255350643512,0.31694395215051924
1.5,1000.0,100.0,0.1,7.0,292,-0.18426703151959328,-0.40583721838233844,38.468153152683605,brent_root,134.33303083864175,0.13433303083864176,0.0,0.4358800176941591,0.44441944844927694,132.8084198362621,False,0.251569640650753,0.10909341925198289,0.7637507617643922
