fit_id,n,fold,seed,route,converged,nan_flag,best_epoch,stopped_epoch,best_val_loss,last_train_loss,rrmse_x95,n_test,n_nonfinite,n_illegal,n_support_viol,support_legality_ok,sample_bytes_sha,evidence_sha256,runtime_s,init_param_sha,batch_order_sha,network_sha,scaler_sha,train_rows_sha,val_rows_sha,test_rows_sha
n7_f1_s42_rP,7,1,42,P,True,False,67,87,0.08586429043021641,0.08456170713954192,0.35275222355661284,2400,0,0,0,True,bd572d19eae50e08876928977865b2d54dfa3ed45c5242f6e2ba665d43445433,14ce91de4119f982bbc7aef8651646f58f24b70ea0b620e6960ed56ab0f69996,10.69936466217041,902d70c901bd0a4a645c69e67728048e30e07ef25ec94427086f3264603f9e8e,24d4cd7d49534ec374f60148b884a8117fa5a38f42ec99d01a9872b95a523406,d0520e47ccc3ac5c92bc1e2d3cdb1f947bf00e6c01d2dd3837559c4f531f1aa3,102da7fe6d4cdaec75f5cb23632a53e3c3cfa2aa13b08702298b474f3677bf1a,69326fb8352cc6897ed3b0720075ef0bfd2496294a445f54067122b2de9eebf2,d41cc63c1299e51e5d984a8b5650b6914f91332425a96a388b585ab3bd21f45a,1c96cc34836502c521cd6efe5c1d8a87f0f4fea0f695db33d9008d45db8cc5f9
n7_f1_s42_rQ,7,1,42,Q,True,False,57,77,0.02790305382473698,0.023983652713860073,0.3692180161773775,2400,0,0,0,True,bd572d19eae50e08876928977865b2d54dfa3ed45c5242f6e2ba665d43445433,b95c34f73c654252c32cd5e7275651677a01f7c13c6ca7f320bd9934f0cc6bb3,10.272372961044312,902d70c901bd0a4a645c69e67728048e30e07ef25ec94427086f3264603f9e8e,24d4cd7d49534ec374f60148b884a8117fa5a38f42ec99d01a9872b95a523406,d0520e47ccc3ac5c92bc1e2d3cdb1f947bf00e6c01d2dd3837559c4f531f1aa3,102da7fe6d4cdaec75f5cb23632a53e3c3cfa2aa13b08702298b474f3677bf1a,69326fb8352cc6897ed3b0720075ef0bfd2496294a445f54067122b2de9eebf2,d41cc63c1299e51e5d984a8b5650b6914f91332425a96a388b585ab3bd21f45a,1c96cc34836502c521cd6efe5c1d8a87f0f4fea0f695db33d9008d45db8cc5f9
n7_f1_s2026_rP,7,1,2026,P,True,False,42,62,0.08751583981484436,0.08286712789604776,0.3778142360143099,2400,0,0,0,True,bd572d19eae50e08876928977865b2d54dfa3ed45c5242f6e2ba665d43445433,94572d86d9de34da4a4f45724e8b44e8a4843024a866702afb8d9b2ffdf26840,7.026502370834351,d342c8583a8649af6181faa989255a17c215bcb47881225b6743df412acf6d6a,ece16abf335b36a0b316ae98f68d9cafdabb7880802a13762068168e778e510f,d0520e47ccc3ac5c92bc1e2d3cdb1f947bf00e6c01d2dd3837559c4f531f1aa3,102da7fe6d4cdaec75f5cb23632a53e3c3cfa2aa13b08702298b474f3677bf1a,69326fb8352cc6897ed3b0720075ef0bfd2496294a445f54067122b2de9eebf2,d41cc63c1299e51e5d984a8b5650b6914f91332425a96a388b585ab3bd21f45a,1c96cc34836502c521cd6efe5c1d8a87f0f4fea0f695db33d9008d45db8cc5f9
n7_f1_s2026_rQ,7,1,2026,Q,True,False,80,100,0.027377611973435412,0.023488109787429084,0.3744757252750605,2400,0,0,0,True,bd572d19eae50e08876928977865b2d54dfa3ed45c5242f6e2ba665d43445433,d1d830bd3b93ecf1fe62f8be38c5a35ef4e6ae3b13ad7a3871327f332d4c9472,11.456692218780518,d342c8583a8649af6181faa989255a17c215bcb47881225b6743df412acf6d6a,ece16abf335b36a0b316ae98f68d9cafdabb7880802a13762068168e778e510f,d0520e47ccc3ac5c92bc1e2d3cdb1f947bf00e6c01d2dd3837559c4f531f1aa3,102da7fe6d4cdaec75f5cb23632a53e3c3cfa2aa13b08702298b474f3677bf1a,69326fb8352cc6897ed3b0720075ef0bfd2496294a445f54067122b2de9eebf2,d41cc63c1299e51e5d984a8b5650b6914f91332425a96a388b585ab3bd21f45a,1c96cc34836502c521cd6efe5c1d8a87f0f4fea0f695db33d9008d45db8cc5f9
n7_f1_s3407_rP,7,1,3407,P,True,False,60,80,0.08714473854189138,0.08410256993183972,0.38327706951371693,2400,0,0,0,True,bd572d19eae50e08876928977865b2d54dfa3ed45c5242f6e2ba665d43445433,d84e0d7e8af7ac230382cf2242d65cad66e1a43618bf6c709b8785e228b7f8ef,8.907927989959717,64a2a2f4b5a1a294ac7f6369c1df943f0765eda8b185e2d0ef04a4dac65838cf,d8cd616900d854408341df6d0017855a883ca7f1391e08f44452ad7b34dd2780,d0520e47ccc3ac5c92bc1e2d3cdb1f947bf00e6c01d2dd3837559c4f531f1aa3,102da7fe6d4cdaec75f5cb23632a53e3c3cfa2aa13b08702298b474f3677bf1a,69326fb8352cc6897ed3b0720075ef0bfd2496294a445f54067122b2de9eebf2,d41cc63c1299e51e5d984a8b5650b6914f91332425a96a388b585ab3bd21f45a,1c96cc34836502c521cd6efe5c1d8a87f0f4fea0f695db33d9008d45db8cc5f9
n7_f1_s3407_rQ,7,1,3407,Q,True,False,102,122,0.027579177807681148,0.0232639778029076,0.3755953664988978,2400,0,0,0,True,bd572d19eae50e08876928977865b2d54dfa3ed45c5242f6e2ba665d43445433,ab8edd0dd53e8478d1b3e23bf37561fef3b73774021d404dfa8ab8efa845367f,14.953363180160522,64a2a2f4b5a1a294ac7f6369c1df943f0765eda8b185e2d0ef04a4dac65838cf,d8cd616900d854408341df6d0017855a883ca7f1391e08f44452ad7b34dd2780,d0520e47ccc3ac5c92bc1e2d3cdb1f947bf00e6c01d2dd3837559c4f531f1aa3,102da7fe6d4cdaec75f5cb23632a53e3c3cfa2aa13b08702298b474f3677bf1a,69326fb8352cc6897ed3b0720075ef0bfd2496294a445f54067122b2de9eebf2,d41cc63c1299e51e5d984a8b5650b6914f91332425a96a388b585ab3bd21f45a,1c96cc34836502c521cd6efe5c1d8a87f0f4fea0f695db33d9008d45db8cc5f9
n7_f2_s42_rP,7,2,42,P,True,False,95,115,0.07942765820585027,0.08234133871825863,0.1955117744566704,2400,0,0,0,True,fb235847fed0c13936be060587d5725b6701e29ff1630564d5fa3876f1cb70ef,37317e35fa1a874eb14e5d844a583846914759491981eaa21ffd22a708306fcd,13.596864223480225,902d70c901bd0a4a645c69e67728048e30e07ef25ec94427086f3264603f9e8e,24d4cd7d49534ec374f60148b884a8117fa5a38f42ec99d01a9872b95a523406,d0520e47ccc3ac5c92bc1e2d3cdb1f947bf00e6c01d2dd3837559c4f531f1aa3,c15d3c8abae61209cab43f711bbc68e09d0c81ddfec60e0c3bbdd5662c75947a,8264251267146a2f4a074b1b66a469ec168b4659799de8cd0999710f7fbb75aa,8adb6dc5fd68033226692992f4f68a55c06d0dddaada419bc72e2df50d2aae6c,049d435e17b207702cef3e472fe3bb45c32b79109266ad5901a0d3d362df3245
n7_f2_s42_rQ,7,2,42,Q,True,False,75,95,0.042925784217873374,0.041792988118860036,0.19512419115520352,2400,0,0,0,True,fb235847fed0c13936be060587d5725b6701e29ff1630564d5fa3876f1cb70ef,0a95e6ff7187635445efc76b62c7a18d10ded3b27352861d52cd236cff274c38,11.236182928085327,902d70c901bd0a4a645c69e67728048e30e07ef25ec94427086f3264603f9e8e,24d4cd7d49534ec374f60148b884a8117fa5a38f42ec99d01a9872b95a523406,d0520e47ccc3ac5c92bc1e2d3cdb1f947bf00e6c01d2dd3837559c4f531f1aa3,c15d3c8abae61209cab43f711bbc68e09d0c81ddfec60e0c3bbdd5662c75947a,8264251267146a2f4a074b1b66a469ec168b4659799de8cd0999710f7fbb75aa,8adb6dc5fd68033226692992f4f68a55c06d0dddaada419bc72e2df50d2aae6c,049d435e17b207702cef3e472fe3bb45c32b79109266ad5901a0d3d362df3245
n7_f2_s2026_rP,7,2,2026,P,True,False,65,85,0.07947893269500153,0.08593755111807848,0.18664774666549583,2400,0,0,0,True,fb235847fed0c13936be060587d5725b6701e29ff1630564d5fa3876f1cb70ef,cbb0cee294080ced5442cfc2fcb3666b71cf02858b3ab4f4f08aa002a0c2acfb,10.252238988876343,d342c8583a8649af6181faa989255a17c215bcb47881225b6743df412acf6d6a,ece16abf335b36a0b316ae98f68d9cafdabb7880802a13762068168e778e510f,d0520e47ccc3ac5c92bc1e2d3cdb1f947bf00e6c01d2dd3837559c4f531f1aa3,c15d3c8abae61209cab43f711bbc68e09d0c81ddfec60e0c3bbdd5662c75947a,8264251267146a2f4a074b1b66a469ec168b4659799de8cd0999710f7fbb75aa,8adb6dc5fd68033226692992f4f68a55c06d0dddaada419bc72e2df50d2aae6c,049d435e17b207702cef3e472fe3bb45c32b79109266ad5901a0d3d362df3245
n7_f2_s2026_rQ,7,2,2026,Q,True,False,35,55,0.04311706653679279,0.04356627349426506,0.20366046383336428,2400,0,0,0,True,fb235847fed0c13936be060587d5725b6701e29ff1630564d5fa3876f1cb70ef,621731d8e9f466aa9958bd2c8f2f7e1bf352c5f7c8d08ef6506652245bb32f5b,6.82686448097229,d342c8583a8649af6181faa989255a17c215bcb47881225b6743df412acf6d6a,ece16abf335b36a0b316ae98f68d9cafdabb7880802a13762068168e778e510f,d0520e47ccc3ac5c92bc1e2d3cdb1f947bf00e6c01d2dd3837559c4f531f1aa3,c15d3c8abae61209cab43f711bbc68e09d0c81ddfec60e0c3bbdd5662c75947a,8264251267146a2f4a074b1b66a469ec168b4659799de8cd0999710f7fbb75aa,8adb6dc5fd68033226692992f4f68a55c06d0dddaada419bc72e2df50d2aae6c,049d435e17b207702cef3e472fe3bb45c32b79109266ad5901a0d3d362df3245
