delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,6.415353,1.453499,0.000000,True
0.00,1,6.381198,1.515366,0.000000,True
0.00,2,6.394068,1.617486,0.000000,True
0.00,3,1.798717,0.605740,0.629105,True
0.00,4,1.727997,0.492605,1.084394,True
0.00,5,5.380433,1.489962,0.000000,True
0.00,6,1.342280,0.226997,1.285157,True
0.00,7,7.212116,1.500648,0.000000,True
0.00,8,4.879652,1.554628,0.000000,True
0.00,9,7.323806,1.709893,0.000000,True
0.00,10,7.014706,1.395359,0.000000,True
0.00,11,1.586337,0.342351,1.021798,True
0.00,12,6.706080,1.510178,0.000000,True
0.00,13,2.893103,0.455932,0.977533,True
0.00,14,2.934379,0.706381,1.025729,True
0.00,15,1.920847,0.513041,0.993555,True
0.00,16,6.160592,1.598055,0.000000,True
0.00,17,4.141449,1.643970,0.000000,True
0.00,18,2.602602,0.559136,0.895605,True
0.00,19,4.917425,1.546570,0.000000,True
0.00,20,4.870714,1.624563,0.000000,True
0.00,21,5.143305,1.628282,0.000000,True
0.00,22,2.079692,0.623022,0.998570,True
0.00,23,3.959374,1.243606,0.237414,True
0.00,24,3.544081,1.153764,0.350092,True
0.00,25,2.585258,0.578007,0.806962,True
0.00,26,1.969916,0.604013,0.862037,True
0.00,27,6.889398,1.120657,0.337113,True
0.00,28,1.743789,0.411824,0.974850,True
0.00,29,4.092025,1.600145,0.000000,True
0.00,30,10.737213,1.501084,0.000000,True
0.00,31,6.895508,1.474372,0.000000,True
0.00,32,7.000003,1.274329,0.000000,True
0.00,33,4.980054,1.615690,0.000000,True
0.00,34,2.471195,0.797584,0.733832,True
0.00,35,5.220905,1.588065,0.000000,True
0.00,36,2.842702,0.870384,0.579976,True
0.00,37,4.773182,1.441568,0.000000,True
0.00,38,5.661553,1.670943,0.000000,True
0.00,39,6.192126,1.456957,0.000000,True
0.00,40,4.952006,1.572785,0.000000,True
0.00,41,3.539119,1.108033,0.395561,True
0.00,42,1.700185,0.334299,1.029370,True
0.00,43,2.478577,1.022963,0.462165,True
0.00,44,2.541595,0.932062,0.593897,True
0.00,45,6.319391,1.482461,0.000000,True
0.00,46,6.244016,1.588051,0.000000,True
0.00,47,4.182945,1.476901,0.000000,True
0.00,48,5.001373,1.457368,0.052732,True
0.00,49,6.180236,1.411862,0.000000,True
0.00,50,5.264871,1.424701,0.000000,True
0.00,51,9.140276,1.528817,0.000000,True
0.00,52,1.628434,0.415799,0.945471,True
0.00,53,2.372800,0.679938,0.872178,True
0.00,54,6.528848,1.532452,0.000000,True
0.00,55,0.810271,0.213044,1.244375,True
0.00,56,6.507829,0.997853,0.502460,True
0.00,57,5.976997,1.583696,0.000000,True
0.00,58,4.212015,1.465759,0.000000,True
0.00,59,2.700980,0.849063,0.668320,True
0.00,60,4.930880,1.627145,0.000000,True
0.00,61,6.479968,1.435725,0.000000,True
0.00,62,1.592876,0.548606,0.998140,True
0.00,63,8.718420,1.551353,0.000000,True
0.00,64,10.780183,1.487719,0.000000,True
0.00,65,3.244489,1.271859,0.252468,True
0.00,66,5.192712,1.304015,0.313042,True
0.00,67,2.847458,0.543548,0.904707,True
0.00,68,4.554718,1.464307,0.000000,True
0.00,69,2.412494,0.546624,0.877055,True
0.00,70,2.377461,0.880274,0.574028,True
0.00,71,4.893062,1.555967,0.000000,True
0.00,72,2.935529,0.727867,0.527828,True
0.00,73,7.547318,1.707106,0.000000,True
