delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,3.762235,2.229726,0.000000,True
0.00,1,5.064198,1.755569,0.000000,True
0.00,2,4.118442,2.364760,0.000000,True
0.00,3,1.865876,0.538899,1.448211,True
0.00,4,1.327258,0.824924,1.039659,True
0.00,5,10.182211,2.085029,0.000000,True
0.00,6,5.806408,2.039323,0.000000,True
0.00,7,4.296920,2.112981,0.000000,True
0.00,8,5.351805,2.223044,0.000000,True
0.00,9,0.856270,0.646461,1.146684,True
0.00,10,1.617355,0.920498,1.150637,True
0.00,11,4.238084,1.958332,0.000000,True
0.00,12,4.561982,1.783703,0.000000,True
0.00,13,10.340954,1.612179,0.000000,True
0.00,14,3.991695,2.173126,0.000000,True
0.00,15,1.894491,0.497551,1.293639,True
0.00,16,0.884227,0.380378,1.557840,True
0.00,17,1.425024,0.564557,1.565601,True
0.00,18,6.136639,1.807623,0.000000,True
0.00,19,4.390755,1.965453,0.000000,True
0.00,20,3.509516,1.372516,0.577283,True
0.00,21,6.535665,1.760049,0.000000,True
0.00,22,1.917988,1.153408,0.926534,True
0.00,23,5.294796,2.022931,0.000000,True
0.00,24,1.161611,0.268945,1.772315,True
0.00,25,1.182119,0.529449,1.520148,True
0.00,26,6.330125,1.952554,0.000000,True
0.00,27,1.111009,0.507081,1.654165,True
0.00,28,8.276197,2.025946,0.000000,True
0.00,29,1.059122,0.354409,1.667330,True
0.00,30,4.446366,1.752057,0.000000,True
0.00,31,1.477989,0.902691,1.214776,True
0.00,32,8.465255,1.884935,0.000000,True
0.00,33,6.337181,1.953674,0.000000,True
0.00,34,5.030645,2.101954,0.000000,True
0.00,35,4.956020,1.704270,0.355951,True
0.00,36,4.861687,1.801165,0.180817,True
0.00,37,1.190147,0.630227,1.029621,True
0.00,38,6.062616,2.101636,0.000000,True
0.00,39,0.839988,0.304402,1.431245,True
0.00,40,0.913752,0.355835,1.646826,True
0.00,41,6.214461,2.028895,0.000000,True
0.00,42,1.127566,0.600018,1.176346,True
0.00,43,2.332722,0.885019,1.307871,True
0.00,44,9.354648,1.800004,0.000000,True
0.00,45,1.575470,0.741053,1.240364,True
0.00,46,4.121322,1.627392,0.491492,True
0.00,47,0.942278,0.681703,1.207630,True
0.00,48,1.911749,0.675189,1.340600,True
0.00,49,1.434420,0.832516,1.414867,True
0.00,50,5.534544,2.008178,0.000000,True
0.00,51,0.643220,0.284648,1.865004,True
0.00,52,7.464644,1.982986,0.000000,True
0.00,53,1.598457,0.437416,1.550310,True
0.00,54,14.999996,1.759140,0.116408,True
0.00,55,5.502493,2.075521,0.000000,True
0.00,56,7.773631,1.789788,0.000000,True
0.00,57,6.069384,1.679823,0.491614,True
0.00,58,4.006490,2.142410,0.000000,True
0.00,59,1.741348,0.946813,1.129812,True
0.00,60,2.155022,0.488462,1.372602,True
0.00,61,0.750926,0.273427,1.552790,True
0.00,62,2.319164,1.158379,0.846441,True
0.00,63,4.424929,1.089029,0.807853,True
0.00,64,6.626045,1.851749,0.000000,True
0.00,65,1.109807,0.589463,1.253023,True
0.00,66,1.334083,0.748676,1.284053,True
0.00,67,0.907485,0.754978,1.131303,True
0.00,68,10.435182,2.063576,0.000000,True
0.00,69,6.781700,1.948485,0.000000,True
0.00,70,0.952405,0.526833,1.442974,True
0.00,71,1.518557,0.446294,1.486394,True
0.00,72,2.313131,0.972793,1.298880,True
0.00,73,2.256700,0.962513,1.082609,True
0.00,74,1.033024,0.344589,1.473845,True
0.00,75,5.651340,2.273628,0.000000,True
0.00,76,0.717530,0.202069,1.793177,True
0.00,77,7.012753,1.970592,0.000000,True
0.00,78,1.125362,0.695377,1.296671,True
0.00,79,2.094290,0.532798,1.342241,True
0.00,80,1.595470,0.731881,0.978577,True
0.00,81,5.947031,1.964008,0.000000,True
0.00,82,7.062358,2.216244,0.000000,True
0.00,83,4.589603,2.057155,0.000000,True
0.00,84,6.969469,2.076853,0.000000,True
0.00,85,4.827007,1.829058,0.000000,True
0.00,86,1.826903,0.749717,1.173375,True
0.00,87,1.942881,0.704670,1.419561,True
0.00,88,7.263675,2.184284,0.000000,True
0.00,89,1.028711,0.500290,1.417019,True
0.00,90,1.571912,0.732453,1.556566,True
0.00,91,1.598987,0.586959,1.078301,True
0.00,92,1.582790,0.720589,1.183014,True
0.00,93,1.303792,0.423015,1.555421,True
0.00,94,0.960439,0.506335,1.269290,True
0.00,95,1.108936,0.550525,1.357662,True
0.00,96,1.302764,1.149488,1.179641,True
0.00,97,1.247265,0.640654,1.292436,True
0.00,98,1.588796,0.763971,1.347416,True
0.00,99,1.596504,1.279216,0.918743,True
0.00,100,4.430364,1.091905,0.612961,True
0.00,101,5.409824,2.185430,0.000000,True
0.00,102,7.133186,1.984806,0.000000,True
0.00,103,1.055678,0.615840,1.251433,True
0.00,104,8.914290,2.236436,0.000000,True
0.00,105,4.497010,1.981986,0.000000,True
0.00,106,7.280778,1.847598,0.000000,True
0.00,107,0.647138,0.389013,1.423695,True
0.00,108,4.772638,2.236143,0.000000,True
0.00,109,5.600505,2.499891,0.000000,True
0.00,110,1.103418,0.461643,1.389811,True
0.00,111,2.231333,0.810547,1.329457,True
0.00,112,1.119449,0.620715,1.598025,True
0.00,113,2.528297,1.404375,0.670014,True
0.00,114,1.372955,0.707588,1.061666,True
0.00,115,2.382530,1.167943,0.990015,True
0.00,116,5.888309,1.773526,0.000000,True
0.00,117,0.659002,0.459139,1.563878,True
0.00,118,0.997379,0.617040,1.454436,True
0.00,119,1.902877,0.601253,1.323193,True
0.00,120,1.304593,0.637143,1.293863,True
0.00,121,7.225451,1.944193,0.000000,True
0.00,122,1.055741,0.567619,1.349977,True
0.00,123,1.718820,0.505434,1.483052,True
0.00,124,1.333506,0.796034,1.027525,True
0.00,125,1.689028,0.521280,1.196267,True
0.00,126,2.596310,1.163925,0.921587,True
0.00,127,4.908049,1.907897,0.000000,True
0.00,128,1.779163,0.716747,1.191666,True
0.00,129,1.738833,0.678524,1.366018,True
0.00,130,1.491170,0.677200,1.271315,True
0.00,131,2.738096,1.374764,0.765150,True
0.00,132,5.368078,2.199789,0.000000,True
0.00,133,1.370579,0.759766,1.126375,True
0.00,134,4.621766,2.077521,0.000000,True
0.00,135,9.911903,1.781531,0.000000,True
0.00,136,2.163498,1.073942,0.908261,True
0.00,137,5.529715,0.727339,1.175057,True
0.00,138,6.206087,2.054194,0.000000,True
0.00,139,6.176840,2.199070,0.000000,True
0.00,140,1.898912,0.591445,1.338720,True
0.00,141,0.885944,0.278366,1.753006,True
0.00,142,4.053389,2.026024,0.000000,True
0.00,143,1.189253,0.419237,1.443005,True
0.00,144,2.452252,1.098478,0.761082,True
0.00,145,3.677062,1.374647,0.485559,True
0.00,146,3.091444,0.463178,1.515147,True
0.00,147,1.053275,0.345213,1.347920,True
0.00,148,7.007565,2.027350,0.000000,True
0.00,149,3.377789,1.064431,0.912971,True
0.00,150,6.919718,1.852540,0.000000,True
0.00,151,6.256266,1.815418,0.000000,True
0.00,152,10.358567,2.107909,0.000000,True
0.00,153,2.699145,1.445672,0.640982,True
0.00,154,3.713765,2.129410,0.000000,True
0.00,155,2.148262,0.565541,1.248982,True
0.00,156,5.509132,2.257296,0.000000,True
0.00,157,6.671530,2.216886,0.000000,True
0.00,158,9.945219,1.972005,0.000000,True
0.00,159,1.771552,0.579735,1.287040,True
0.00,160,4.439642,1.996617,0.000000,True
0.00,161,4.502810,1.907936,0.000000,True
0.00,162,1.123636,0.666531,1.344782,True
0.00,163,5.550496,2.006637,0.000000,True
0.00,164,0.615745,0.209246,1.438293,True
0.00,165,2.054292,1.047546,1.048854,True
0.00,166,0.768209,0.533550,1.296561,True
0.00,167,2.078093,0.899636,1.110431,True
0.00,168,6.716803,1.920332,0.000000,True
0.00,169,5.982886,2.199791,0.000000,True
0.00,170,4.238219,1.685300,0.260534,True
0.00,171,4.508809,2.129988,0.000000,True
0.00,172,6.565651,2.146267,0.000000,True
0.00,173,5.633903,1.856566,0.237064,True
0.00,174,1.250808,0.561291,1.283478,True
0.00,175,5.290440,1.707455,0.000000,True
0.00,176,5.488589,1.990992,0.000000,True
0.00,177,6.749460,1.837439,0.355173,True
0.00,178,1.207412,0.659312,1.152925,True
0.00,179,1.381484,0.538777,1.256902,True
0.00,180,5.056752,2.085710,0.000000,True
0.00,181,6.627150,2.041485,0.000000,True
0.00,182,1.517540,0.431612,1.686789,True
0.00,183,2.006978,1.110457,0.994938,True
0.00,184,0.729671,0.368096,1.207774,True
0.00,185,5.104300,1.959985,0.000000,True
0.00,186,5.908350,2.320428,0.000000,True
0.00,187,2.428454,0.666449,1.191798,True
0.00,188,3.901245,1.223245,0.669777,True
0.00,189,4.951965,1.955653,0.264316,True
0.00,190,1.375091,0.981150,0.888835,True
0.00,191,5.843863,2.155378,0.000000,True
0.00,192,1.314395,0.604399,1.375537,True
0.00,193,2.128767,0.703983,1.022334,True
0.00,194,4.723637,1.379031,0.675076,True
0.00,195,5.769270,2.155384,0.000000,True
0.00,196,1.038217,0.423339,1.533000,True
0.00,197,5.632253,1.857513,0.000000,True
0.00,198,6.498757,1.793559,0.483827,True
0.00,199,5.098838,0.857192,0.878051,True
0.00,200,0.780800,0.548445,1.376429,True
0.00,201,4.614519,1.941899,0.000000,True
0.00,202,7.609536,1.621967,0.646326,True
0.00,203,4.487543,1.774661,0.000000,True
0.00,204,1.637958,0.907884,1.223768,True
0.00,205,1.526725,0.485055,1.224553,True
0.00,206,2.706949,0.955983,0.994587,True
0.00,207,1.064687,0.253130,1.402832,True
0.00,208,5.684455,2.101188,0.000000,True
0.00,209,2.255493,0.815564,1.013754,True
0.00,210,1.011932,0.658597,1.450514,True
0.00,211,5.748156,2.073642,0.000000,True
0.00,212,0.894604,0.467273,1.509280,True
0.00,213,1.465679,0.873223,1.232257,True
0.00,214,4.538203,2.039347,0.000000,True
0.00,215,4.174815,1.583755,0.495840,True
0.00,216,6.430969,2.249467,0.000000,True
0.00,217,2.757087,1.033606,0.924114,True
0.00,218,6.539235,1.947865,0.000000,True
0.00,219,0.517254,0.042010,1.774569,True
0.00,220,6.925492,1.932763,0.000000,True
0.00,221,5.583701,2.120604,0.000000,True
0.00,222,0.952817,0.285753,1.699110,True
0.00,223,1.815344,0.907058,1.025948,True
0.00,224,4.799616,1.949734,0.000000,True
0.00,225,7.137042,2.017384,0.000000,True
0.00,226,5.971829,1.868690,0.000000,True
0.00,227,4.331545,2.303245,0.000000,True
0.00,228,4.307180,1.990349,0.000000,True
0.00,229,1.183867,0.568169,1.325292,True
0.00,230,1.817307,1.070689,1.070101,True
0.00,231,5.370819,1.940184,0.000000,True
0.00,232,1.542957,0.590321,1.312462,True
0.00,233,4.240032,1.487224,0.710338,True
0.00,234,5.066612,2.125441,0.000000,True
0.00,235,1.013549,0.256514,1.501739,True
0.00,236,2.062721,0.590625,1.487361,True
0.00,237,4.783426,2.064989,0.000000,True
0.00,238,3.110483,1.160653,0.976257,True
0.00,239,1.452068,0.294082,1.602193,True
0.00,240,6.752663,2.073015,0.000000,True
0.00,241,5.214191,2.295595,0.000000,True
0.00,242,2.425278,0.941477,1.152680,True
0.00,243,2.545739,1.087620,0.844046,True
0.00,244,0.827026,0.363737,1.599389,True
0.00,245,4.297981,2.192359,0.000000,True
0.00,246,1.550790,0.566865,1.197305,True
0.00,247,7.244705,2.224223,0.000000,True
0.00,248,4.519235,1.228099,0.881920,True
0.00,249,1.206949,0.511682,1.550544,True
0.00,250,1.977271,0.872752,1.113885,True
0.00,251,5.368561,1.978926,0.002363,True
0.00,252,0.813267,0.206416,1.578380,True
0.00,253,0.553529,0.181476,1.953192,True
0.00,254,2.200403,0.617117,1.358124,True
0.00,255,1.468667,0.444016,1.318365,True
0.00,256,4.277921,2.014202,0.000000,True
0.00,257,1.304114,0.681950,1.402057,True
0.00,258,5.237162,2.249281,0.000000,True
0.00,259,1.100485,0.469287,1.498799,True
0.00,260,8.882094,1.650062,0.000000,True
0.00,261,3.442501,1.376916,0.669138,True
0.00,262,1.882553,0.646948,1.273593,True
0.00,263,1.002077,0.333843,1.586798,True
0.00,264,3.937292,2.218953,0.000000,True
0.00,265,6.380986,1.737546,0.000000,True
0.00,266,3.881349,2.083238,0.000000,True
0.00,267,3.123606,1.465661,0.525405,True
0.00,268,3.187147,1.599550,0.691996,True
0.00,269,4.124569,2.035479,0.000000,True
0.00,270,1.339851,0.378633,1.609562,True
0.00,271,0.407794,0.157137,1.422919,True
0.00,272,5.058468,2.148760,0.000000,True
0.00,273,1.764004,0.543315,1.415561,True
0.00,274,7.385797,1.885492,0.000000,True
0.00,275,0.631532,0.356714,1.547083,True
0.00,276,9.274719,1.867653,0.000000,True
0.00,277,3.285308,1.523943,0.506644,True
0.00,278,1.061052,0.428554,1.329014,True
0.00,279,4.131216,1.217322,0.675122,True
0.00,280,4.721507,1.977934,0.000000,True
0.00,281,5.517613,2.046060,0.000000,True
0.00,282,6.160404,1.846981,0.311482,True
