delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,14.999996,1.740503,0.316244,True
0.00,1,4.260760,0.501914,1.373063,True
0.00,2,3.119677,0.720317,1.307478,True
0.00,3,4.876332,1.107393,0.852090,True
0.00,4,8.983910,1.977610,0.000000,True
0.00,5,2.599745,0.504715,1.445161,True
0.00,6,1.655902,0.433759,1.544596,True
0.00,7,8.429775,1.965860,0.000000,True
0.00,8,1.203009,0.322476,1.529233,True
0.00,9,8.495399,1.788341,0.116466,True
0.00,10,0.799437,0.286775,1.696922,True
0.00,11,5.823738,1.927703,0.000000,True
0.00,12,0.957786,0.193971,1.919997,True
0.00,13,7.839122,1.872942,0.000000,True
0.00,14,6.903946,2.092192,0.000000,True
0.00,15,7.763961,1.981400,0.000000,True
0.00,16,0.934951,0.340012,1.530502,True
0.00,17,14.999995,1.956900,0.038717,True
0.00,18,7.616076,2.071731,0.000000,True
0.00,19,5.841285,2.034325,0.000000,True
0.00,20,3.797474,0.919294,1.008755,True
0.00,21,1.211202,0.431798,1.696283,True
0.00,22,10.668168,2.118763,0.000000,True
0.00,23,1.836184,0.473785,1.599231,True
0.00,24,7.400974,1.937916,0.000000,True
0.00,25,7.020866,2.061296,0.000000,True
0.00,26,0.763153,0.241274,1.567029,True
0.00,27,10.245382,1.893143,0.000000,True
0.00,28,3.632120,0.765352,1.209693,True
0.00,29,3.714137,0.948911,0.970320,True
0.00,30,12.275901,1.905545,0.000000,True
0.00,31,11.553762,2.130574,0.000000,True
0.00,32,9.562945,1.922488,0.000000,True
0.00,33,3.362435,1.048637,0.937246,True
0.00,34,5.960525,2.063649,0.000000,True
0.00,35,4.628329,1.052180,0.899281,True
0.00,36,12.597597,1.982394,0.000000,True
0.00,37,11.922058,2.112959,0.000000,True
0.00,38,2.093623,0.550437,1.458190,True
0.00,39,7.102112,2.121216,0.000000,True
0.00,40,7.509380,1.993382,0.000000,True
0.00,41,3.158906,0.514721,1.376735,True
0.00,42,1.214588,0.206660,1.812162,True
0.00,43,3.093074,0.860613,1.109496,True
0.00,44,8.388574,1.927838,0.000000,True
0.00,45,5.974720,1.233215,0.698296,True
0.00,46,1.875636,0.689576,1.433495,True
0.00,47,3.189836,0.959247,0.991225,True
0.00,48,3.843065,0.613524,1.576849,True
0.00,49,1.279903,0.306265,1.601901,True
0.00,50,2.744614,0.895749,1.145493,True
0.00,51,5.589789,1.433011,0.622171,True
0.00,52,2.887564,0.709388,1.365401,True
0.00,53,9.929762,1.418947,0.544018,True
0.00,54,7.348585,2.041793,0.000000,True
0.00,55,5.703679,1.999819,0.000000,True
0.00,56,7.329980,2.043939,0.000000,True
0.00,57,12.792156,2.021693,0.000000,True
0.00,58,1.413483,0.285244,1.666811,True
0.00,59,2.727254,0.618374,1.300792,True
0.00,60,9.021181,1.957883,0.000000,True
0.00,61,1.623649,0.319141,1.599352,True
0.00,62,13.345761,2.083750,0.000000,True
0.00,63,2.002533,0.701262,1.370570,True
0.00,64,1.954658,0.412823,1.585964,True
0.00,65,8.761379,1.809616,0.000000,True
0.00,66,0.857021,0.292994,1.585728,True
0.00,67,0.903284,0.216848,1.713642,True
0.00,68,9.504727,1.918012,0.000000,True
