delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,1.429082,0.782078,0.262283,True
0.00,1,1.990310,0.598344,0.375876,True
0.00,2,2.619474,1.111812,0.008866,True
0.00,3,2.163666,1.190822,0.000000,True
0.00,4,3.473486,0.739237,0.280645,True
0.00,5,2.777832,1.203476,0.026641,True
0.00,6,2.490524,1.158763,0.000000,True
0.00,7,2.216234,0.683022,0.240748,True
0.00,8,3.050482,0.987686,0.000000,True
0.00,9,1.069420,0.458119,0.600423,True
0.00,10,2.205828,0.853062,0.138424,True
0.00,11,2.851802,1.378247,0.000000,True
0.00,12,1.759293,0.847659,0.132307,True
0.00,13,1.711230,0.630110,0.386010,True
0.00,14,2.264098,1.070016,0.000000,True
0.00,15,2.577612,0.879937,0.253660,True
0.00,16,3.323281,1.018929,0.000000,True
0.00,17,2.116458,0.751042,0.276058,True
0.00,18,2.893533,1.075549,0.000000,True
0.00,19,1.415076,0.658814,0.467203,True
0.00,20,3.719788,1.089677,0.000000,True
0.00,21,2.229091,0.975357,0.186646,True
0.00,22,2.284340,0.974810,0.000000,True
0.00,23,1.272507,0.535664,0.509184,True
0.00,24,3.736977,1.120598,0.198890,True
0.00,25,1.703075,0.960296,0.064875,True
0.00,26,2.432035,0.903761,0.218714,True
0.00,27,2.423895,1.092894,0.066330,True
0.00,28,1.658834,0.936208,0.279043,True
0.00,29,3.650653,1.008156,0.071612,True
0.00,30,3.155469,1.209528,0.000000,True
0.00,31,2.866622,0.964172,0.133195,True
0.00,32,1.885899,0.731624,0.393625,True
0.00,33,2.443929,1.124904,0.000000,True
0.00,34,1.614113,0.856795,0.393775,True
0.00,35,2.572768,1.050152,0.259465,True
0.00,36,1.818347,0.801171,0.155303,True
0.00,37,1.524469,0.730276,0.381332,True
0.00,38,2.220304,1.063198,0.000000,True
0.00,39,2.035115,0.997481,0.166262,True
0.00,40,2.934092,1.057771,0.000000,True
0.00,41,2.994055,1.028176,0.000000,True
0.00,42,2.434898,1.191756,0.000000,True
0.00,43,2.201056,1.059201,0.132756,True
0.00,44,3.663769,1.057481,0.000000,True
0.00,45,2.308307,0.859639,0.216156,True
0.00,46,3.671274,1.128000,0.000000,True
0.00,47,0.864211,0.583485,0.354998,True
0.00,48,2.608375,1.219727,0.000000,True
0.00,49,1.855885,0.761033,0.179994,True
0.00,50,2.510554,1.131285,0.000000,True
0.00,51,3.923229,1.265606,0.000000,True
0.00,52,2.814142,0.902597,0.092524,True
0.00,53,2.053820,0.843970,0.314694,True
0.00,54,2.297543,0.840898,0.078146,True
0.00,55,2.947904,0.970690,0.000000,True
0.00,56,1.349338,0.514361,0.489659,True
0.00,57,3.389251,1.102733,0.000000,True
0.00,58,2.300177,0.755833,0.405791,True
0.00,59,1.660301,0.717449,0.212935,True
0.00,60,1.095295,0.533630,0.370759,True
0.00,61,2.776455,0.837164,0.241485,True
0.00,62,3.536727,1.167597,0.000000,True
0.00,63,3.113997,1.088448,0.111452,True
0.00,64,2.727114,1.051298,0.000000,True
0.00,65,2.875995,1.174079,0.000000,True
0.00,66,2.905671,1.105941,0.000000,True
0.00,67,2.841144,1.087930,0.049165,True
0.00,68,2.465850,1.011114,0.000000,True
0.00,69,2.684819,0.971714,0.000000,True
0.00,70,3.331003,1.051578,0.000000,True
0.00,71,2.434423,0.964542,0.000000,True
0.00,72,2.980938,1.117391,0.000000,True
0.00,73,2.467400,1.096870,0.000000,True
0.00,74,3.056849,1.147103,0.000000,True
0.00,75,2.225466,1.194987,0.000000,True
0.00,76,2.698012,1.144181,0.052580,True
0.00,77,4.100312,1.234934,0.000000,True
0.00,78,1.757902,0.751036,0.325811,True
0.00,79,2.031202,0.905002,0.195347,True
0.00,80,3.043661,1.040996,0.000000,True
0.00,81,3.216791,1.232434,0.000000,True
0.00,82,2.005277,1.074698,0.000000,True
0.00,83,1.594849,0.557196,0.441666,True
0.00,84,1.868627,0.984800,0.081100,True
0.00,85,1.986989,0.898178,0.173017,True
0.00,86,1.612399,0.634597,0.321346,True
0.00,87,3.108270,1.130825,0.000000,True
0.00,88,3.785730,0.981616,0.000000,True
0.00,89,2.703351,1.058952,0.000000,True
0.00,90,2.955721,1.060738,0.000000,True
0.00,91,2.897158,1.090923,0.000000,True
0.00,92,1.724650,0.561801,0.309585,True
0.00,93,3.205493,1.065991,0.000000,True
0.00,94,2.157909,0.736242,0.237218,True
0.00,95,3.688837,0.984386,0.000000,True
0.00,96,2.588072,1.084024,0.000000,True
0.00,97,2.622687,1.023570,0.000000,True
0.00,98,2.423857,0.866476,0.287195,True
0.00,99,2.457742,0.949204,0.052506,True
0.00,100,1.675198,0.837555,0.367318,True
0.00,101,2.959862,1.167757,0.000000,True
0.00,102,1.825569,0.668705,0.457236,True
0.00,103,2.925075,1.173588,0.000000,True
0.00,104,2.114139,1.110442,0.000000,True
0.00,105,2.452316,0.894344,0.186806,True
0.00,106,2.993393,1.066397,0.000000,True
0.00,107,1.643952,0.713727,0.175455,True
0.00,108,1.669958,0.595865,0.535637,True
0.00,109,2.426944,1.069007,0.000000,True
0.00,110,2.024479,0.795877,0.333844,True
0.00,111,2.529624,1.142678,0.000000,True
0.00,112,2.499096,0.820388,0.221102,True
0.00,113,1.803461,0.782846,0.124132,True
0.00,114,3.149493,1.089037,0.000000,True
0.00,115,2.634660,1.222574,0.000000,True
0.00,116,2.024299,0.872108,0.054833,True
0.00,117,1.608267,0.551068,0.645654,True
0.00,118,1.857035,0.802721,0.210736,True
0.00,119,2.054538,1.020758,0.000000,True
0.00,120,1.566242,0.632281,0.391874,True
0.00,121,2.764535,1.023717,0.000000,True
0.00,122,2.405519,1.090654,0.000000,True
0.00,123,2.496786,1.179640,0.000000,True
0.00,124,1.133879,0.622764,0.494381,True
0.00,125,3.949073,1.123366,0.000000,True
0.00,126,2.364797,0.956179,0.047224,True
0.00,127,1.527862,0.652600,0.366366,True
0.00,128,2.924562,1.087072,0.033481,True
0.00,129,1.277328,0.514071,0.364651,True
0.00,130,2.536135,1.061172,0.046746,True
0.00,131,2.454869,0.987932,0.147415,True
0.00,132,2.625677,1.085474,0.000000,True
0.00,133,1.844785,1.060187,0.133339,True
0.00,134,1.525737,0.808432,0.262223,True
0.00,135,3.254503,1.216739,0.000000,True
0.00,136,3.942422,1.082304,0.000000,True
0.00,137,2.729864,1.159031,0.000000,True
0.00,138,2.237252,1.179862,0.000000,True
0.00,139,2.130395,1.218607,0.000000,True
0.00,140,2.707477,0.900376,0.157567,True
0.00,141,1.737048,0.600925,0.578676,True
0.00,142,2.222888,1.066001,0.000000,True
0.00,143,2.267365,0.932757,0.026259,True
0.00,144,2.767754,1.189706,0.182657,True
0.00,145,3.356998,1.218622,0.000000,True
0.00,146,1.603305,0.731930,0.286290,True
0.00,147,2.430879,0.955949,0.000000,True
0.00,148,3.359898,0.969410,0.066778,True
0.00,149,2.545697,1.133609,0.000000,True
0.00,150,1.005522,0.660933,0.238399,True
0.00,151,1.574029,0.691741,0.373141,True
0.00,152,3.482805,1.101015,0.000000,True
0.00,153,3.442020,1.304709,0.000000,True
0.00,154,2.931256,0.974619,0.000000,True
0.00,155,1.153888,0.501962,0.536994,True
0.00,156,3.637244,1.277598,0.000000,True
0.00,157,1.828482,0.609697,0.354199,True
0.00,158,2.537040,1.005196,0.102710,True
0.00,159,3.115502,1.104393,0.000000,True
0.00,160,2.380742,1.144114,0.000000,True
0.00,161,2.085545,0.870517,0.241529,True
0.00,162,2.390028,1.037532,0.000000,True
0.00,163,2.207296,1.362373,0.000000,True
0.00,164,1.277024,0.435611,0.435083,True
0.00,165,2.311680,0.988811,0.000000,True
0.00,166,1.843229,0.768709,0.266240,True
0.00,167,2.422547,1.199944,0.000000,True
0.00,168,2.350928,1.318367,0.000000,True
0.00,169,2.463976,0.938556,0.378672,True
0.00,170,2.521385,1.189008,0.000000,True
0.00,171,1.629712,0.701677,0.302980,True
0.00,172,2.936223,1.237223,0.000000,True
0.00,173,2.357410,0.886367,0.112956,True
0.00,174,2.960899,1.031013,0.000000,True
0.00,175,3.175933,1.155191,0.000000,True
