delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,0.740777,0.443737,1.136306,True
0.00,1,1.159243,0.481309,1.029166,True
0.00,2,1.224495,0.864034,1.384482,True
0.00,3,2.178188,1.177837,0.657202,True
0.00,4,2.588723,1.594845,0.451007,True
0.00,5,1.496936,0.873853,1.054732,True
0.00,6,4.570224,1.999120,0.000663,True
0.00,7,3.925395,2.219101,0.000000,True
0.00,8,1.732399,0.965382,1.199306,True
0.00,9,1.979168,1.592055,0.598288,True
0.00,10,1.742324,0.697271,1.002291,True
0.00,11,0.690381,0.423107,1.256578,True
0.00,12,4.335978,2.303714,0.000000,True
0.00,13,1.553792,1.123158,0.964007,True
0.00,14,1.657635,1.261111,1.124302,True
0.00,15,1.892158,1.099667,0.828310,True
0.00,16,2.674873,0.937080,0.853792,True
0.00,17,1.010005,1.015374,1.147585,True
0.00,18,1.265060,1.280825,0.934867,True
0.00,19,0.986323,0.988837,1.095452,True
0.00,20,3.554997,2.191031,0.000000,True
0.00,21,1.500622,0.855334,0.876823,True
0.00,22,1.829897,0.935597,1.038428,True
0.00,23,2.167456,1.611817,0.659427,True
0.00,24,2.009642,0.976491,0.932657,True
0.00,25,5.543920,1.966397,0.000000,True
0.00,26,2.557584,1.308218,0.716354,True
0.00,27,1.581459,0.899159,0.968590,True
0.00,28,4.900917,2.015615,0.000000,True
0.00,29,4.700403,2.184374,0.000000,True
0.00,30,1.513932,1.048261,1.454746,True
0.00,31,1.463660,1.656332,1.130091,True
0.00,32,2.175963,1.404752,0.847164,True
0.00,33,3.179575,2.595866,0.000000,True
0.00,34,1.370173,0.786705,1.088443,True
0.00,35,3.826546,2.219056,0.000000,True
0.00,36,4.585491,1.779287,0.000000,True
0.00,37,1.229929,0.940187,1.068068,True
0.00,38,1.105802,0.665861,1.155501,True
0.00,39,1.357969,1.001632,1.196623,True
0.00,40,3.852659,2.697659,0.000000,True
0.00,41,1.258977,0.959298,0.978923,True
0.00,42,4.405045,2.155582,0.000000,True
0.00,43,2.242954,1.364500,0.674056,True
0.00,44,2.158017,1.034999,0.730776,True
0.00,45,3.386955,2.353322,0.000000,True
0.00,46,1.093343,1.134544,1.110527,True
0.00,47,2.363324,1.247965,0.789903,True
0.00,48,0.807075,0.582043,1.124555,True
0.00,49,1.276778,0.878148,1.043500,True
0.00,50,1.010269,0.621582,1.054824,True
0.00,51,2.448260,1.852876,0.591910,True
0.00,52,1.098653,0.635132,1.217439,True
0.00,53,1.207784,0.875454,1.218600,True
0.00,54,4.521606,1.861415,0.000000,True
0.00,55,1.655109,1.346862,0.871474,True
0.00,56,1.467935,1.211708,0.972707,True
0.00,57,2.365340,0.758082,0.810109,True
0.00,58,0.997879,0.720334,1.105843,True
0.00,59,2.236575,1.088637,1.024794,True
0.00,60,2.099756,1.390935,0.710044,True
0.00,61,2.169652,1.092006,1.142140,True
0.00,62,4.283397,1.301451,0.379572,True
0.00,63,3.044596,1.079524,0.797884,True
0.00,64,1.560169,0.808105,0.996579,True
0.00,65,1.647711,1.026565,1.053935,True
0.00,66,1.398960,0.677615,1.068400,True
0.00,67,0.824839,0.676341,1.177091,True
0.00,68,2.683694,1.201989,0.834635,True
0.00,69,2.123769,0.853960,1.093996,True
0.00,70,4.832621,2.453374,0.000000,True
0.00,71,4.408147,2.181190,0.000000,True
0.00,72,1.383992,1.294710,1.023437,True
0.00,73,5.544381,1.811099,0.000000,True
0.00,74,4.280437,1.830423,0.000000,True
0.00,75,2.900220,2.307617,0.000000,True
0.00,76,3.364041,1.799793,0.441968,True
0.00,77,1.279071,1.091969,1.057310,True
0.00,78,0.890108,0.501696,1.057777,True
0.00,79,8.609057,2.141482,0.000000,True
0.00,80,0.763023,0.605619,1.396845,True
0.00,81,3.598532,2.049613,0.000000,True
0.00,82,2.268353,1.559926,0.744106,True
