delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,5.555405,0.969555,0.003774,True
0.00,1,4.897414,1.086676,0.000000,True
0.00,2,6.557028,1.142602,0.011538,True
0.00,3,4.769988,1.071210,0.000000,True
0.00,4,6.038420,1.132954,0.000000,True
0.00,5,1.813935,0.440048,0.688488,True
0.00,6,4.221383,1.115868,0.000000,True
0.00,7,4.414411,1.070884,0.000000,True
0.00,8,7.562510,1.067653,0.000000,True
0.00,9,5.286402,1.213106,0.000000,True
0.00,10,2.176011,0.366524,0.646906,True
0.00,11,1.310067,0.236966,0.784647,True
0.00,12,1.017770,0.358333,0.779206,True
0.00,13,2.666208,0.628609,0.514251,True
0.00,14,2.648128,0.468775,0.714360,True
0.00,15,6.838056,1.007069,0.000000,True
0.00,16,9.305874,1.071405,0.000000,True
0.00,17,8.869272,1.176497,0.000000,True
0.00,18,1.210920,0.346069,0.662662,True
0.00,19,1.323236,0.359180,0.662997,True
0.00,20,3.433336,1.046275,0.000000,True
0.00,21,6.083993,1.150804,0.000000,True
0.00,22,1.123009,0.222475,0.882629,True
0.00,23,1.026574,0.143408,1.024371,True
0.00,24,3.125228,0.859489,0.373215,True
0.00,25,2.944565,1.044980,0.000000,True
0.00,26,1.304383,0.251255,0.908994,True
0.00,27,4.939451,1.083833,0.000000,True
0.00,28,3.531313,1.181005,0.000000,True
0.00,29,6.452819,1.009836,0.000000,True
0.00,30,5.252481,1.152930,0.000000,True
0.00,31,7.426009,1.034119,0.000000,True
0.00,32,4.902155,1.143657,0.000000,True
0.00,33,5.477327,0.363562,0.601573,True
0.00,34,3.585845,1.060256,0.000000,True
0.00,35,1.085262,0.292426,0.870914,True
0.00,36,4.757152,1.098208,0.000000,True
0.00,37,6.054019,1.212000,0.000000,True
0.00,38,6.286163,1.155367,0.000000,True
0.00,39,1.206285,0.304559,0.719553,True
0.00,40,3.082714,0.848537,0.387880,True
0.00,41,2.351694,0.908968,0.000000,True
0.00,42,1.658584,0.482267,0.566362,True
0.00,43,9.458362,1.230808,0.000000,True
0.00,44,4.230496,1.123799,0.000000,True
0.00,45,3.800797,1.082094,0.000000,True
0.00,46,4.830699,1.191468,0.000000,True
0.00,47,5.039098,1.048847,0.000000,True
0.00,48,0.962676,0.209473,1.036018,True
0.00,49,3.232015,1.000282,0.000000,True
0.00,50,5.698580,1.049335,0.000000,True
0.00,51,3.389641,1.082399,0.000000,True
0.00,52,3.469557,0.861995,0.289473,True
0.00,53,6.566965,1.058961,0.000000,True
0.00,54,1.342387,0.315609,0.711770,True
0.00,55,2.072199,0.471515,0.548568,True
0.00,56,5.727745,1.207275,0.000000,True
0.00,57,4.047199,1.163320,0.000000,True
0.00,58,2.962924,1.057557,0.000000,True
0.00,59,7.242864,1.170608,0.000000,True
0.00,60,5.328377,1.085611,0.000000,True
0.00,61,5.203656,1.154283,0.000000,True
0.00,62,3.750317,1.057382,0.000000,True
0.00,63,11.764171,1.090632,0.000000,True
0.00,64,3.356899,1.005042,0.000000,True
0.00,65,1.133490,0.389171,0.709728,True
0.00,66,1.469290,0.206053,0.856879,True
0.00,67,3.625537,0.792802,0.237708,True
0.00,68,2.741821,0.513503,0.618245,True
0.00,69,4.620176,1.169785,0.000000,True
0.00,70,11.064092,1.125981,0.000000,True
0.00,71,0.525208,0.114499,0.951140,True
0.00,72,4.431936,1.130203,0.000000,True
0.00,73,7.328159,1.067838,0.000000,True
0.00,74,7.884388,1.246317,0.000000,True
0.00,75,4.681532,1.022460,0.000000,True
0.00,76,7.266205,0.891318,0.000000,True
0.00,77,4.986342,1.158256,0.000000,True
0.00,78,6.794627,1.095122,0.000000,True
0.00,79,1.008045,0.247054,0.706085,True
0.00,80,0.947744,0.188306,0.832880,True
0.00,81,4.581886,1.072454,0.000000,True
0.00,82,5.242113,0.986712,0.000000,True
0.00,83,1.454362,0.278750,0.745248,True
0.00,84,5.606665,1.210394,0.000000,True
0.00,85,4.462863,0.854408,0.000000,True
0.00,86,6.236476,1.018712,0.000000,True
0.00,87,3.531743,0.776908,0.257883,True
0.00,88,5.846829,0.973847,0.000000,True
0.00,89,6.589798,1.123006,0.000000,True
0.00,90,1.697215,0.278863,0.773190,True
0.00,91,3.274686,0.750018,0.226693,True
0.00,92,6.403988,1.192814,0.000000,True
0.00,93,5.480348,1.017420,0.000000,True
0.00,94,4.903796,1.218370,0.000000,True
0.00,95,2.378863,0.551700,0.468959,True
0.00,96,0.814991,0.196363,0.935835,True
0.00,97,4.286670,1.202220,0.000000,True
0.00,98,7.989236,1.001098,0.000000,True
0.00,99,6.166235,1.140492,0.000000,True
0.00,100,1.346428,0.262145,0.954333,True
0.00,101,5.497108,1.171332,0.000000,True
0.00,102,5.283583,1.198857,0.000000,True
0.00,103,5.190916,1.197385,0.000000,True
0.00,104,1.352761,0.374979,0.603089,True
0.00,105,6.849198,1.133977,0.000000,True
0.00,106,6.117750,1.286666,0.000000,True
0.00,107,6.072300,1.175045,0.000000,True
0.00,108,8.683621,1.118726,0.000000,True
0.00,109,0.750798,0.159248,0.956638,True
0.00,110,2.334755,0.399177,0.515208,True
0.00,111,4.616397,1.245582,0.000000,True
0.00,112,3.266331,1.167899,0.000000,True
0.00,113,7.016720,1.166544,0.000000,True
0.00,114,6.536210,1.098381,0.000000,True
0.00,115,4.755477,1.181483,0.000000,True
0.00,116,3.870339,1.241019,0.000000,True
0.00,117,4.664193,1.243553,0.000000,True
0.00,118,1.989427,0.594791,0.543985,True
0.00,119,8.078727,1.201616,0.000000,True
0.00,120,3.740702,0.824415,0.325318,True
0.00,121,2.159166,0.616004,0.499798,True
0.00,122,7.011538,1.143087,0.000000,True
0.00,123,2.095214,0.437773,0.744486,True
0.00,124,1.590377,0.343909,0.869896,True
0.00,125,5.761505,1.202158,0.000000,True
0.00,126,4.182206,1.173745,0.000000,True
0.00,127,7.408408,1.186655,0.000000,True
0.00,128,1.845554,0.419050,0.561699,True
0.00,129,2.150068,0.358823,0.689311,True
0.00,130,2.226311,0.578176,0.554852,True
0.00,131,3.689535,0.965523,0.000000,True
0.00,132,3.710128,0.513876,0.670571,True
0.00,133,1.390366,0.537309,0.459761,True
0.00,134,2.865265,0.430608,0.671811,True
0.00,135,2.324628,1.011048,0.000000,True
0.00,136,3.184660,1.157880,0.000000,True
0.00,137,1.124369,0.276687,0.788929,True
0.00,138,3.326794,0.533687,0.576609,True
0.00,139,4.030191,1.078100,0.000000,True
0.00,140,4.839176,1.114384,0.000000,True
0.00,141,7.639674,1.218176,0.000000,True
0.00,142,3.046397,0.549910,0.558486,True
0.00,143,5.805558,1.184561,0.000000,True
0.00,144,2.371454,0.696455,0.376076,True
0.00,145,1.913667,0.502649,0.583132,True
0.00,146,5.626137,1.162937,0.000000,True
0.00,147,1.935727,0.650643,0.431448,True
0.00,148,1.668573,0.170879,0.936348,True
0.00,149,4.044339,1.166338,0.000000,True
0.00,150,9.556284,1.061690,0.000000,True
0.00,151,4.249819,0.808673,0.423109,True
