delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,1.391738,1.156405,0.811960,True
0.00,1,0.821834,1.054077,1.200114,True
0.00,2,1.071235,0.633460,1.296306,True
0.00,3,3.546195,2.148524,0.000000,True
0.00,4,4.608379,2.168501,0.000000,True
0.00,5,1.085021,0.616466,1.127303,True
0.00,6,2.301537,1.116945,0.911808,True
0.00,7,1.318683,0.746381,1.343892,True
0.00,8,1.767179,1.043074,0.825319,True
0.00,9,4.629795,2.408516,0.000000,True
0.00,10,0.456332,0.339731,1.203471,True
0.00,11,1.111428,0.480456,1.080042,True
0.00,12,1.043982,1.600064,0.900429,True
0.00,13,3.201273,2.274321,0.000000,True
0.00,14,3.418009,1.915600,0.000000,True
0.00,15,0.775728,0.531616,1.046748,True
0.00,16,1.364363,1.087403,1.190396,True
0.00,17,2.901987,2.026630,0.000000,True
0.00,18,1.517754,1.329754,1.014963,True
0.00,19,1.348919,0.441589,1.659420,True
0.00,20,1.512121,0.872673,0.793655,True
0.00,21,0.944939,1.002669,1.023828,True
0.00,22,1.807819,1.726870,0.686753,True
0.00,23,1.504684,1.280329,0.897252,True
0.00,24,3.485634,2.541069,0.000000,True
0.00,25,2.784513,1.560421,0.690452,True
0.00,26,3.423298,2.541100,0.000000,True
0.00,27,0.951870,0.576956,1.187113,True
0.00,28,4.073035,2.444398,0.000000,True
0.00,29,1.018606,0.914143,1.348555,True
0.00,30,3.325677,1.045700,1.457677,True
0.00,31,1.181882,1.204245,1.153952,True
0.00,32,0.942699,0.464632,1.238353,True
0.00,33,1.964989,1.092339,0.974120,True
0.00,34,0.886479,0.732115,1.448895,True
0.00,35,5.494049,2.431764,0.000000,True
0.00,36,3.803970,2.114502,0.000000,True
0.00,37,3.599544,2.275653,0.000000,True
0.00,38,2.601873,2.489879,0.000000,True
0.00,39,3.269647,1.908222,0.000000,True
0.00,40,2.581654,1.678643,0.561456,True
0.00,41,1.571440,0.815902,0.993247,True
0.00,42,3.101684,1.706113,0.430909,True
0.00,43,1.654334,1.269219,1.059409,True
0.00,44,0.751851,0.495430,1.091321,True
0.00,45,1.200237,0.366098,1.614690,True
0.00,46,0.658536,0.278833,1.519801,True
0.00,47,0.827348,0.926406,1.220340,True
0.00,48,3.080494,1.850924,0.508328,True
0.00,49,1.253312,0.767602,1.190879,True
0.00,50,3.000914,1.859610,0.000000,True
0.00,51,2.421705,1.378299,0.670029,True
0.00,52,2.151219,1.384390,0.628257,True
0.00,53,3.123831,2.180709,0.000000,True
0.00,54,3.680498,2.368815,0.000000,True
