delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,2.382571,1.010474,0.114082,True
0.00,1,1.820172,0.776589,0.000000,True
0.00,2,1.891885,0.810825,0.021369,True
0.00,3,1.930451,0.948745,0.105576,True
0.00,4,2.062532,1.158860,0.000000,True
0.00,5,0.597909,0.227997,0.457344,True
0.00,6,3.120594,0.866974,0.000000,True
0.00,7,7.099791,1.306027,0.000000,True
0.00,8,2.293609,0.620582,0.000000,True
0.00,9,2.091258,0.945196,0.000000,True
0.00,10,11.308034,0.918668,0.000000,True
0.00,11,1.073344,0.596150,0.211597,True
0.00,12,3.988530,0.850200,0.368677,True
0.00,13,1.353171,0.455315,0.428050,True
0.00,14,3.821725,1.150298,0.000000,True
0.00,15,1.192190,0.551636,0.679811,True
0.00,16,1.131302,0.628009,0.117082,True
0.00,17,2.719736,1.016940,0.000000,True
0.00,18,1.546293,1.323516,0.000000,True
0.00,19,1.985482,1.071739,0.128740,True
0.00,20,1.803473,1.272677,0.000000,True
0.00,21,2.768449,1.253271,0.000000,True
0.00,22,2.286822,1.105175,0.022380,True
0.00,23,0.873272,0.813089,0.328716,True
0.00,24,2.382991,1.035302,0.000000,True
0.00,25,3.060629,0.848461,0.000000,True
0.00,26,3.988521,0.816341,0.000000,True
0.00,27,2.191126,1.272061,0.000000,True
0.00,28,1.713309,0.788223,0.229633,True
0.00,29,0.732529,0.447274,0.568059,True
0.00,30,1.636875,0.850436,0.153957,True
0.00,31,2.292363,1.176720,0.157565,True
0.00,32,3.903818,1.475848,0.000000,True
0.00,33,1.568053,0.582720,0.252429,True
0.00,34,1.677505,0.748916,0.238401,True
0.00,35,0.909678,0.472687,0.534151,True
0.00,36,1.492084,0.952101,0.252550,True
0.00,37,0.616852,0.439293,0.420306,True
0.00,38,0.794320,0.510322,0.612244,True
0.00,39,2.239383,1.040669,0.000000,True
0.00,40,3.065359,0.737449,0.000000,True
0.00,41,1.314762,0.404901,0.553215,True
0.00,42,2.127851,1.329584,0.000000,True
0.00,43,1.942985,0.959355,0.397965,True
0.00,44,2.706635,1.055549,0.040473,True
0.00,45,1.454303,0.834299,0.051938,True
0.00,46,5.739939,1.596001,0.000000,True
0.00,47,1.715843,0.997412,0.000000,True
0.00,48,1.187465,0.580608,0.668844,True
0.00,49,1.492774,0.724272,0.000000,True
0.00,50,0.564218,0.404653,0.716661,True
0.00,51,1.591478,0.925476,0.086245,True
0.00,52,2.115117,1.277397,0.000000,True
0.00,53,3.052833,0.858066,0.000000,True
0.00,54,2.065738,1.406538,0.000000,True
0.00,55,1.794015,1.154223,0.000000,True
0.00,56,1.340827,0.719838,0.359629,True
0.00,57,1.105063,0.824741,0.310373,True
0.00,58,1.151710,1.109006,0.023445,True
0.00,59,5.667942,1.049569,0.000000,True
0.00,60,1.766860,0.978985,0.000000,True
0.00,61,1.552258,0.789597,0.620418,True
0.00,62,4.021430,1.202453,0.000000,True
0.00,63,1.665433,1.336931,0.000000,True
0.00,64,1.100642,0.228676,0.591993,True
0.00,65,3.604117,0.951345,0.000000,True
0.00,66,2.850243,1.069530,0.000000,True
0.00,67,2.824057,1.370515,0.000000,True
0.00,68,2.675517,0.948345,0.000000,True
0.00,69,0.382164,0.289962,0.557343,True
0.00,70,2.293054,0.555630,0.793394,True
0.00,71,1.882302,1.083522,0.000000,True
0.00,72,2.827142,1.494398,0.000000,True
0.00,73,2.218555,0.993072,0.000000,True
0.00,74,0.716526,0.656421,0.301944,True
0.00,75,0.784249,0.396404,0.472259,True
0.00,76,1.564850,1.196551,0.253494,True
0.00,77,1.730904,1.411004,0.000000,True
0.00,78,1.630795,0.460169,0.358356,True
0.00,79,1.468979,0.544802,0.517413,True
0.00,80,1.467902,1.393982,0.000000,True
0.00,81,0.773775,0.687724,0.243913,True
0.00,82,1.993156,0.955413,0.371347,True
0.00,83,2.179201,1.225982,0.000000,True
0.00,84,1.132467,0.702911,0.520567,True
0.00,85,0.589343,0.254320,0.383139,True
0.00,86,2.530221,1.790222,0.000000,True
0.00,87,2.562608,0.801382,0.122680,True
0.00,88,1.082754,0.375928,0.781851,True
0.00,89,0.904742,0.428508,0.348761,True
0.00,90,2.104491,1.064253,0.243586,True
0.00,91,2.226191,1.234194,0.000000,True
0.00,92,1.219619,0.655428,0.332594,True
0.00,93,2.664106,0.724492,0.000000,True
0.00,94,1.244158,1.092292,0.000000,True
0.00,95,0.654457,0.450574,0.571789,True
0.00,96,1.354961,1.117105,0.000000,True
0.00,97,0.788807,0.558322,0.368938,True
0.00,98,0.862299,0.439399,0.675139,True
0.00,99,2.555156,1.164695,0.000000,True
0.00,100,1.927248,0.975134,0.089675,True
0.00,101,1.719999,0.860282,0.104763,True
0.00,102,2.183226,1.378148,0.000000,True
0.00,103,2.551945,1.276552,0.000000,True
0.00,104,0.661774,0.315877,0.581119,True
0.00,105,1.134862,0.915967,0.067454,True
0.00,106,1.317880,0.528608,0.450172,True
0.00,107,1.619876,0.541314,0.553964,True
0.00,108,0.996028,0.911869,0.349773,True
0.00,109,1.157911,0.767276,0.269141,True
0.00,110,1.982256,0.925432,0.000000,True
0.00,111,2.730718,0.688389,0.000000,True
0.00,112,0.829715,0.220678,0.678617,True
0.00,113,1.789637,1.156052,0.000000,True
0.00,114,3.419937,1.148443,0.000000,True
0.00,115,2.379488,1.429915,0.000000,True
0.00,116,0.890250,0.595183,0.674119,True
0.00,117,0.687506,0.373299,0.533935,True
0.00,118,2.828579,1.069039,0.000000,True
0.00,119,3.637992,0.672974,0.579093,True
0.00,120,1.035324,0.540659,0.494116,True
0.00,121,3.219324,1.028441,0.000000,True
0.00,122,0.904988,0.799161,0.495109,True
0.00,123,1.498787,0.597745,0.215506,True
0.00,124,0.959982,0.440267,0.291803,True
0.00,125,2.828325,0.802364,0.000000,True
0.00,126,2.071034,1.107277,0.000000,True
0.00,127,1.815358,1.024311,0.000000,True
0.00,128,2.074239,1.245027,0.000000,True
0.00,129,1.555430,1.522806,0.000000,True
0.00,130,2.354249,0.835415,0.000000,True
0.00,131,0.770820,0.446572,0.443351,True
0.00,132,2.113254,0.924680,0.000000,True
0.00,133,1.110592,0.773431,0.310703,True
0.00,134,1.104261,0.499204,0.624795,True
0.00,135,0.946551,0.570382,0.806794,True
0.00,136,0.959162,0.544781,0.434649,True
0.00,137,3.275764,1.163566,0.000000,True
0.00,138,0.810644,0.329126,0.606054,True
0.00,139,0.939910,0.461921,0.325695,True
0.00,140,1.075292,0.350282,0.788655,True
0.00,141,1.841968,0.716478,0.349071,True
0.00,142,1.429503,1.236516,0.000000,True
0.00,143,1.979197,0.936502,0.000000,True
0.00,144,2.782076,1.244084,0.000000,True
0.00,145,0.788948,0.230874,0.811397,True
0.00,146,0.916660,0.847970,0.203683,True
0.00,147,1.056358,0.461205,0.755505,True
0.00,148,3.034958,1.207262,0.000000,True
0.00,149,1.159942,1.103240,0.219909,True
0.00,150,3.040330,0.688483,0.102536,True
0.00,151,3.146156,1.191743,0.000000,True
0.00,152,1.436251,1.134001,0.015270,True
0.00,153,1.781756,0.804586,0.160303,True
0.00,154,0.788195,0.608322,0.187649,True
0.00,155,2.996004,1.034954,0.000000,True
0.00,156,1.955139,1.060531,0.000000,True
0.00,157,1.933716,1.009673,0.011312,True
0.00,158,0.956507,0.618173,0.272161,True
0.00,159,1.197258,0.606999,0.392424,True
0.00,160,2.503464,1.057453,0.034007,True
0.00,161,2.288861,0.904832,0.010654,True
0.00,162,4.007361,1.128384,0.000000,True
