delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,3.504189,1.587429,0.000000,True
0.00,1,0.926308,0.670072,0.741567,True
0.00,2,2.102155,1.054955,0.323800,True
0.00,3,3.884696,1.439331,0.000000,True
0.00,4,2.179287,0.743475,0.588731,True
0.00,5,1.392660,1.077310,0.411527,True
0.00,6,2.087659,0.964917,0.394920,True
0.00,7,1.318391,1.131270,0.595754,True
0.00,8,1.080974,0.764587,0.514888,True
0.00,9,2.464363,1.791771,0.063789,True
0.00,10,2.163158,1.068657,0.214747,True
0.00,11,1.108650,0.718163,0.635464,True
0.00,12,1.644962,1.063815,0.526172,True
0.00,13,1.736869,1.038243,0.399090,True
0.00,14,1.947334,1.455640,0.192427,True
0.00,15,1.634360,0.558638,0.670048,True
0.00,16,0.939347,0.920687,0.573191,True
0.00,17,1.091408,0.692935,0.640716,True
0.00,18,1.379860,1.030076,0.394087,True
0.00,19,1.035343,0.870060,0.777191,True
0.00,20,2.958798,1.516265,0.000000,True
0.00,21,0.825473,0.744706,0.709797,True
0.00,22,0.909953,0.629114,0.832834,True
0.00,23,3.360587,1.802442,0.000000,True
0.00,24,1.215056,0.840616,0.454343,True
0.00,25,1.108363,0.761697,0.560240,True
0.00,26,2.871523,1.599702,0.000000,True
0.00,27,1.555476,0.779256,0.434474,True
0.00,28,1.412163,1.189943,0.401130,True
0.00,29,1.202985,0.624717,0.722139,True
0.00,30,3.390109,1.578689,0.000000,True
0.00,31,1.821223,1.615140,0.236423,True
0.00,32,2.428311,2.129713,0.000000,True
0.00,33,1.343312,1.418933,0.483452,True
0.00,34,3.253108,1.935479,0.000000,True
0.00,35,2.560398,1.360380,0.000000,True
0.00,36,1.281607,1.609873,0.498469,True
0.00,37,2.366380,1.291229,0.162463,True
0.00,38,1.712823,1.026948,0.429348,True
0.00,39,1.367432,0.927595,0.473712,True
0.00,40,1.682949,0.546146,0.506654,True
0.00,41,1.147381,0.753678,0.487058,True
0.00,42,0.956924,0.901599,0.504738,True
0.00,43,1.286851,1.032540,0.398751,True
0.00,44,2.827564,1.918904,0.000000,True
0.00,45,1.417671,0.647332,0.847282,True
0.00,46,1.387052,0.824866,0.448603,True
0.00,47,4.450336,1.676974,0.000000,True
0.00,48,2.315475,0.992173,0.336980,True
0.00,49,1.168307,0.850099,0.592647,True
0.00,50,2.612305,1.459555,0.015652,True
0.00,51,2.405424,1.486284,0.000000,True
0.00,52,3.901279,1.413114,0.000000,True
0.00,53,1.157019,0.783574,0.765954,True
0.00,54,3.159176,1.716895,0.000000,True
0.00,55,5.381154,1.750913,0.000000,True
0.00,56,2.008190,1.104969,0.287973,True
0.00,57,0.993126,0.863370,0.649816,True
0.00,58,2.785243,1.613185,0.000000,True
0.00,59,1.259759,0.631046,0.514721,True
0.00,60,0.951972,0.655884,0.806185,True
0.00,61,2.621600,0.952355,0.319437,True
0.00,62,2.386845,1.332660,0.094924,True
0.00,63,1.457364,1.107757,0.363940,True
0.00,64,0.651297,0.488534,0.675235,True
0.00,65,3.541571,1.798881,0.000000,True
0.00,66,0.708053,0.488738,0.746405,True
0.00,67,0.936156,0.635090,0.591577,True
0.00,68,1.611772,1.079140,0.518992,True
0.00,69,0.780632,0.684178,0.657735,True
0.00,70,0.985157,0.635248,0.599602,True
0.00,71,2.333361,1.334826,0.104107,True
0.00,72,0.959618,0.643905,0.653483,True
0.00,73,0.788424,0.655924,0.627435,True
0.00,74,1.313486,0.892243,0.700164,True
0.00,75,1.081124,0.551923,0.697745,True
0.00,76,1.887188,1.246019,0.353449,True
0.00,77,2.892915,1.643288,0.000000,True
0.00,78,1.315345,0.973004,0.478612,True
0.00,79,1.778712,0.804500,0.519776,True
0.00,80,1.585242,1.073887,0.511573,True
0.00,81,1.082879,0.635750,0.888248,True
0.00,82,0.873898,0.648323,0.723125,True
0.00,83,2.105553,0.749150,0.562733,True
0.00,84,1.381721,1.330745,0.320073,True
0.00,85,3.167381,1.856021,0.000000,True
0.00,86,2.936909,1.293669,0.000000,True
0.00,87,2.358080,1.357411,0.163796,True
0.00,88,1.724669,0.978296,0.617333,True
0.00,89,1.816302,1.123478,0.347300,True
0.00,90,1.781647,0.707688,0.423394,True
0.00,91,3.482446,1.593803,0.000000,True
0.00,92,0.645376,0.468750,0.856012,True
0.00,93,1.003336,0.367977,1.066770,True
0.00,94,1.041514,0.579321,0.546247,True
0.00,95,1.127560,1.187951,0.474915,True
0.00,96,1.029469,0.754461,0.619552,True
0.00,97,3.527395,1.587800,0.395888,True
0.00,98,1.523782,0.646277,0.718874,True
0.00,99,2.382074,0.959787,0.244687,True
0.00,100,1.807306,1.660491,0.306243,True
0.00,101,2.098551,0.931553,0.453766,True
0.00,102,1.178655,0.957454,0.694198,True
0.00,103,3.018476,1.652396,0.000000,True
0.00,104,3.221823,1.313165,0.000000,True
0.00,105,2.234260,0.980793,0.377194,True
0.00,106,1.257616,1.201906,0.418160,True
0.00,107,1.415322,0.796766,0.549195,True
0.00,108,0.790703,0.478132,0.593417,True
0.00,109,2.825265,1.384939,0.253404,True
0.00,110,0.852205,0.775350,0.551502,True
0.00,111,1.994791,1.081031,0.330263,True
0.00,112,0.848485,0.775035,0.608854,True
0.00,113,1.468970,1.044926,0.441031,True
0.00,114,1.398192,0.745993,0.643794,True
0.00,115,1.291789,0.881373,0.628263,True
0.00,116,2.054867,1.024632,0.268248,True
0.00,117,2.179497,1.531091,0.122234,True
0.00,118,2.641980,1.223475,0.229393,True
0.00,119,1.103330,0.340321,0.715015,True
0.00,120,2.866571,1.447999,0.000000,True
0.00,121,1.801954,1.113358,0.356442,True
0.00,122,1.804931,1.397781,0.219155,True
0.00,123,1.106216,0.929991,0.880798,True
0.00,124,2.670674,1.531687,0.000000,True
0.00,125,1.144390,0.847087,0.696781,True
0.00,126,2.576644,1.723857,0.000000,True
0.00,127,2.759321,1.736181,0.000000,True
0.00,128,0.554008,0.253607,0.956080,True
0.00,129,2.490068,1.804701,0.000000,True
0.00,130,2.866326,1.462204,0.000000,True
