delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,2.389604,1.539570,0.000000,True
0.00,1,1.656066,0.969872,0.214066,True
0.00,2,1.169594,0.788818,0.201872,True
0.00,3,0.836920,0.799016,0.335030,True
0.00,4,1.156738,0.813340,0.370799,True
0.00,5,1.143119,0.749586,0.381151,True
0.00,6,2.472391,0.858637,0.000000,True
0.00,7,2.502381,1.075728,0.000000,True
0.00,8,1.329007,0.908554,0.000000,True
0.00,9,2.106591,1.131766,0.000000,True
0.00,10,1.650561,0.916316,0.000000,True
0.00,11,1.335553,0.857357,0.284917,True
0.00,12,1.066494,1.002641,0.168328,True
0.00,13,1.514359,1.229683,0.128939,True
0.00,14,1.750172,0.736673,0.000000,True
0.00,15,1.846608,0.788806,0.287356,True
0.00,16,1.803896,1.493389,0.000000,True
0.00,17,1.470820,0.724953,0.192881,True
0.00,18,0.827039,0.628347,0.166159,True
0.00,19,1.485337,1.452957,0.379328,True
0.00,20,1.415884,1.524887,0.113327,True
0.00,21,1.244061,1.066431,0.010681,True
0.00,22,0.798283,0.727335,0.423153,True
0.00,23,1.685540,2.060878,0.000000,True
0.00,24,0.724978,0.748910,0.110707,True
0.00,25,2.398307,1.136411,0.000000,True
0.00,26,1.443796,0.439141,0.318472,True
0.00,27,0.825146,0.673362,0.299890,True
0.00,28,1.830405,1.251153,0.000000,True
0.00,29,2.695671,1.387001,0.000000,True
0.00,30,2.275657,1.064303,0.000000,True
0.00,31,1.263414,0.616629,0.437992,True
0.00,32,1.458001,1.056137,0.189057,True
0.00,33,2.891514,1.396343,0.000000,True
0.00,34,1.446349,0.990515,0.036649,True
0.00,35,1.393480,1.190772,0.000000,True
0.00,36,1.634757,1.219192,0.001183,True
0.00,37,1.371073,0.980867,0.000000,True
0.00,38,0.959764,1.112366,0.080521,True
0.00,39,1.902214,0.924581,0.000000,True
0.00,40,1.153697,0.681986,0.280415,True
0.00,41,1.850001,1.242151,0.000000,True
0.00,42,2.345510,0.866767,0.000000,True
0.00,43,1.855305,1.320978,0.000000,True
0.00,44,1.301143,1.305261,0.076928,True
0.00,45,1.458867,0.960482,0.313224,True
0.00,46,2.298120,1.057621,0.000000,True
0.00,47,1.729945,0.833037,0.017766,True
0.00,48,1.410884,0.889696,0.000000,True
0.00,49,1.196436,0.788896,0.111469,True
0.00,50,1.446763,1.237343,0.000000,True
0.00,51,1.081460,0.650589,0.207711,True
0.00,52,1.088085,0.970020,0.037330,True
0.00,53,1.386106,1.170565,0.000000,True
0.00,54,2.253259,1.309101,0.000000,True
0.00,55,2.381068,0.717269,0.092119,True
0.00,56,0.714028,0.662519,0.351633,True
0.00,57,0.901618,0.703103,0.611891,True
0.00,58,2.104320,1.116539,0.000000,True
0.00,59,1.316780,0.686706,0.212701,True
0.00,60,1.104849,0.529402,0.161432,True
0.00,61,3.478410,1.477486,0.000000,True
0.00,62,3.292194,1.350504,0.000000,True
0.00,63,1.235630,0.777204,0.324348,True
0.00,64,2.414318,1.456042,0.000000,True
0.00,65,1.563240,1.048998,0.000000,True
0.00,66,1.356125,0.604992,0.139352,True
0.00,67,0.730443,0.639994,0.488430,True
0.00,68,0.742342,0.624654,0.124155,True
0.00,69,1.309289,1.452188,0.000000,True
0.00,70,1.769473,0.745971,0.000000,True
0.00,71,1.069915,1.089003,0.259469,True
0.00,72,1.767542,1.147864,0.000000,True
0.00,73,1.873197,1.218754,0.000000,True
0.00,74,0.681218,0.446075,0.288342,True
0.00,75,1.938068,0.980516,0.000000,True
0.00,76,1.161003,0.876760,0.312529,True
0.00,77,0.781453,0.860488,0.327154,True
0.00,78,1.000263,0.528900,0.465364,True
0.00,79,1.708562,1.097478,0.000000,True
0.00,80,0.742393,0.589573,0.714456,True
0.00,81,0.910411,0.421726,0.272972,True
0.00,82,2.190595,1.205615,0.000000,True
0.00,83,1.603469,1.190039,0.000000,True
0.00,84,1.167019,1.166400,0.000000,True
0.00,85,1.976158,1.215839,0.000000,True
0.00,86,2.239648,0.767459,0.007615,True
0.00,87,1.299580,1.324096,0.000000,True
0.00,88,1.642204,0.836143,0.210626,True
0.00,89,1.038694,1.260388,0.303923,True
0.00,90,1.028891,0.659431,0.182580,True
0.00,91,1.421645,1.528878,0.000000,True
0.00,92,0.704590,0.651955,0.306608,True
0.00,93,1.331342,1.202544,0.190147,True
0.00,94,1.342125,1.366451,0.000000,True
0.00,95,0.797031,0.411588,0.236320,True
0.00,96,1.146883,0.459772,0.340368,True
0.00,97,2.013392,1.701471,0.000000,True
0.00,98,0.868410,0.959414,0.128260,True
0.00,99,1.225400,0.800622,0.267389,True
0.00,100,1.400085,0.706679,0.319499,True
0.00,101,1.576949,0.887590,0.118650,True
0.00,102,2.213128,1.187149,0.000000,True
0.00,103,1.033298,0.860318,0.124699,True
0.00,104,1.567573,0.931708,0.000000,True
0.00,105,2.273709,1.125897,0.000000,True
0.00,106,1.972248,0.983387,0.000000,True
0.00,107,1.187144,1.267379,0.000000,True
0.00,108,1.757628,0.981140,0.096941,True
0.00,109,1.707467,0.973040,0.000000,True
0.00,110,1.442831,0.944048,0.173286,True
0.00,111,1.500535,1.431429,0.000000,True
0.00,112,2.345585,1.296355,0.000000,True
0.00,113,1.633356,0.958050,0.109087,True
0.00,114,2.351081,1.221274,0.000000,True
0.00,115,1.548824,1.203181,0.000000,True
0.00,116,1.964175,0.655257,0.333067,True
0.00,117,0.631547,0.384569,0.263815,True
0.00,118,1.062319,0.802908,0.396522,True
0.00,119,1.271356,0.658722,0.300559,True
0.00,120,2.669584,1.131531,0.197509,True
0.00,121,1.975115,0.456454,0.296180,True
0.00,122,1.537050,1.021898,0.000000,True
0.00,123,1.002436,0.455028,0.248649,True
0.00,124,2.417139,0.871585,0.032457,True
0.00,125,2.459198,0.878923,0.000000,True
0.00,126,1.217012,0.558833,0.331240,True
0.00,127,0.811274,0.474377,0.318310,True
0.00,128,2.262048,1.059919,0.000000,True
0.00,129,1.387553,0.870484,0.136423,True
0.00,130,1.382082,1.247977,0.000000,True
0.00,131,0.886057,0.788994,0.177174,True
0.00,132,1.085012,0.801942,0.189322,True
0.00,133,1.770848,0.820789,0.000000,True
0.00,134,1.646645,0.940486,0.000000,True
0.00,135,1.376018,1.373790,0.043730,True
0.00,136,1.104998,0.511349,0.340742,True
0.00,137,2.173570,1.280516,0.000000,True
0.00,138,2.089508,1.132771,0.015673,True
0.00,139,2.966210,1.061128,0.000000,True
0.00,140,2.029718,0.770156,0.445690,True
0.00,141,1.648159,1.282255,0.000000,True
0.00,142,1.551962,1.139816,0.000000,True
0.00,143,1.277749,0.722415,0.295204,True
0.00,144,1.606329,1.063419,0.000000,True
0.00,145,2.161024,1.052640,0.000000,True
0.00,146,1.539458,0.577004,0.102661,True
0.00,147,1.756760,0.868578,0.164654,True
0.00,148,1.267003,1.033468,0.084499,True
0.00,149,1.708224,1.151562,0.000000,True
0.00,150,1.033869,0.794799,0.235128,True
0.00,151,2.772872,1.129515,0.000000,True
0.00,152,1.556453,1.363963,0.000000,True
0.00,153,2.438202,1.277046,0.000000,True
0.00,154,0.881648,0.912924,0.412201,True
0.00,155,1.887556,1.522680,0.024796,True
0.00,156,1.366748,1.067936,0.000000,True
0.00,157,1.692483,0.973950,0.027910,True
0.00,158,1.794063,1.425108,0.000000,True
0.00,159,1.415001,1.202778,0.000000,True
0.00,160,0.756529,0.526746,0.505599,True
0.00,161,1.650962,1.242278,0.000000,True
0.00,162,1.541850,1.354939,0.000000,True
0.00,163,1.771444,1.349347,0.000000,True
0.00,164,2.520699,1.445775,0.000000,True
0.00,165,1.545676,0.897067,0.272172,True
0.00,166,2.329738,1.332343,0.000000,True
0.00,167,1.646892,0.884931,0.000000,True
0.00,168,2.621991,1.108086,0.000000,True
0.00,169,1.486798,1.284591,0.002025,True
0.00,170,1.570841,0.868070,0.000000,True
0.00,171,1.060620,0.991095,0.255244,True
0.00,172,1.503763,0.922425,0.142279,True
0.00,173,0.677020,0.476687,0.219505,True
0.00,174,1.463608,0.744911,0.081600,True
0.00,175,0.947135,0.665680,0.593721,True
0.00,176,2.602558,1.016504,0.000000,True
0.00,177,1.329793,0.654019,0.301018,True
0.00,178,1.002537,0.684366,0.125186,True
0.00,179,1.548754,0.565735,0.071521,True
0.00,180,1.119466,0.987266,0.058674,True
0.00,181,2.639406,1.258317,0.000000,True
0.00,182,1.489740,0.916191,0.331361,True
0.00,183,1.001586,0.786850,0.247052,True
0.00,184,0.630423,0.665547,0.193143,True
0.00,185,2.192850,0.981842,0.000000,True
0.00,186,0.935857,0.719115,0.268917,True
0.00,187,1.916416,0.966449,0.000000,True
0.00,188,0.872512,0.797343,0.918770,True
0.00,189,1.884364,1.093593,0.145116,True
0.00,190,1.058517,0.667134,0.268348,True
0.00,191,1.827207,1.287808,0.000000,True
0.00,192,1.040633,0.534961,0.396697,True
