delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,3.549262,1.224669,0.000000,True
0.00,1,1.882700,1.307308,0.103441,True
0.00,2,2.095798,0.798166,0.357463,True
0.00,3,2.621048,0.931134,0.000000,True
0.00,4,2.377410,1.316173,0.000000,True
0.00,5,1.756627,0.953980,0.100211,True
0.00,6,2.455592,1.058869,0.125760,True
0.00,7,1.602350,0.815892,0.236705,True
0.00,8,2.080136,0.986945,0.000000,True
0.00,9,1.900777,1.062423,0.000000,True
0.00,10,1.247608,0.491175,0.255376,True
0.00,11,2.718625,1.191359,0.000000,True
0.00,12,3.278366,1.331696,0.000000,True
0.00,13,1.476570,0.913562,0.108633,True
0.00,14,1.024066,0.524199,0.459385,True
0.00,15,2.189736,1.103896,0.000000,True
0.00,16,2.702601,1.291867,0.000000,True
0.00,17,2.746340,1.186111,0.000000,True
0.00,18,0.777059,0.517228,0.378795,True
0.00,19,2.285580,0.914219,0.000000,True
0.00,20,1.893594,0.707580,0.653158,True
0.00,21,1.957692,1.432074,0.000000,True
0.00,22,1.657698,1.220487,0.000000,True
0.00,23,3.203308,1.199990,0.000000,True
0.00,24,2.500054,1.399609,0.000000,True
0.00,25,2.170871,1.315381,0.000000,True
0.00,26,1.933040,0.845886,0.054922,True
0.00,27,2.749276,1.152563,0.000000,True
0.00,28,1.497243,0.958605,0.185580,True
0.00,29,3.652178,0.852082,0.185242,True
0.00,30,1.364034,1.002651,0.000000,True
0.00,31,2.755177,1.381271,0.000000,True
0.00,32,2.254093,0.961487,0.101432,True
0.00,33,1.972779,1.093646,0.000000,True
0.00,34,2.372946,1.284631,0.019229,True
0.00,35,2.900367,1.170952,0.000000,True
0.00,36,1.738098,0.916566,0.000000,True
0.00,37,2.258910,1.363881,0.000000,True
0.00,38,2.568892,1.152471,0.000000,True
0.00,39,2.286361,1.361030,0.140198,True
0.00,40,1.382062,0.682327,0.152707,True
0.00,41,4.276573,1.326516,0.000000,True
0.00,42,2.160407,1.016488,0.030307,True
0.00,43,2.252412,0.959004,0.000000,True
0.00,44,2.156419,1.310129,0.000000,True
0.00,45,1.809127,0.967662,0.402644,True
0.00,46,2.432404,1.201305,0.000000,True
0.00,47,2.345429,1.148131,0.000000,True
0.00,48,0.986015,0.724669,0.441762,True
0.00,49,2.100552,0.775229,0.080066,True
0.00,50,0.920470,0.551887,0.536623,True
0.00,51,1.372108,0.672087,0.358753,True
0.00,52,1.446974,0.587504,0.373147,True
0.00,53,3.725201,0.970952,0.000000,True
0.00,54,2.478092,0.986618,0.080634,True
0.00,55,2.166956,1.183995,0.000000,True
0.00,56,1.932755,0.964275,0.000000,True
0.00,57,1.930701,0.981780,0.000000,True
0.00,58,1.519722,0.986905,0.111186,True
0.00,59,1.485049,0.599687,0.606902,True
0.00,60,1.773915,1.225469,0.000000,True
0.00,61,2.376272,0.900314,0.000000,True
0.00,62,1.764638,0.582926,0.431165,True
0.00,63,2.492517,1.110670,0.000000,True
0.00,64,1.946851,0.786617,0.000000,True
0.00,65,0.944184,0.700717,0.285336,True
0.00,66,1.884810,1.151264,0.000000,True
0.00,67,1.492563,1.259770,0.000000,True
0.00,68,1.627860,1.061354,0.000000,True
0.00,69,3.498138,1.274859,0.000000,True
0.00,70,1.296600,1.123320,0.000000,True
0.00,71,1.414399,0.607560,0.459980,True
0.00,72,1.800259,1.139229,0.000000,True
0.00,73,2.083214,1.431018,0.000000,True
0.00,74,1.136888,0.403046,0.241433,True
0.00,75,1.091513,0.709355,0.336875,True
0.00,76,1.568191,1.310652,0.147457,True
0.00,77,1.739687,1.060483,0.138134,True
0.00,78,0.920714,0.754023,0.307721,True
0.00,79,2.783080,0.923145,0.086507,True
0.00,80,2.192173,1.039442,0.000000,True
0.00,81,1.978481,0.978225,0.000000,True
0.00,82,1.387085,0.593894,0.546265,True
0.00,83,1.695277,1.079597,0.081845,True
0.00,84,1.553863,0.952807,0.172600,True
0.00,85,1.124519,0.631926,0.381730,True
0.00,86,1.712409,1.083174,0.000000,True
0.00,87,2.186784,1.121385,0.092505,True
0.00,88,0.928900,0.434213,0.409837,True
0.00,89,3.964011,1.494767,0.000000,True
0.00,90,2.274172,1.266338,0.000000,True
0.00,91,1.689912,0.872681,0.186447,True
0.00,92,1.533529,1.012574,0.000000,True
0.00,93,1.755995,0.733192,0.323980,True
0.00,94,1.698201,1.028140,0.122216,True
0.00,95,1.383998,0.927155,0.242096,True
0.00,96,1.019829,0.419142,0.512022,True
0.00,97,2.349512,1.510446,0.000000,True
0.00,98,0.702615,0.541765,0.411916,True
0.00,99,2.401949,1.064335,0.000000,True
0.00,100,2.840518,1.139809,0.000000,True
0.00,101,1.639891,1.209723,0.000000,True
0.00,102,2.922361,1.102613,0.000000,True
0.00,103,2.645776,1.114398,0.000000,True
0.00,104,2.128158,0.893552,0.174779,True
0.00,105,3.284141,0.934024,0.000000,True
0.00,106,1.429058,0.372236,0.355087,True
0.00,107,0.866159,0.692103,0.281762,True
0.00,108,0.666802,0.246069,0.802832,True
0.00,109,0.752586,0.533006,0.379033,True
0.00,110,2.574171,1.137612,0.000000,True
0.00,111,1.016123,0.695764,0.375662,True
0.00,112,1.331368,0.598823,0.373217,True
0.00,113,1.949284,1.008464,0.040005,True
0.00,114,2.069433,1.188622,0.000000,True
0.00,115,1.218445,0.653227,0.411970,True
0.00,116,1.814010,1.155414,0.000000,True
0.00,117,2.948348,1.259355,0.000000,True
0.00,118,1.966582,0.925146,0.088150,True
0.00,119,2.077187,1.153036,0.000000,True
0.00,120,1.838811,0.727530,0.343528,True
0.00,121,2.058987,1.088200,0.000000,True
0.00,122,3.162672,1.260801,0.000000,True
0.00,123,1.891209,0.592601,0.240947,True
0.00,124,2.485014,0.882666,0.000000,True
0.00,125,2.575414,1.125147,0.000000,True
0.00,126,3.283550,1.140357,0.194029,True
0.00,127,2.164418,1.144101,0.000000,True
0.00,128,2.092187,0.979958,0.000000,True
0.00,129,2.129521,1.091095,0.000000,True
0.00,130,1.573108,1.086062,0.030345,True
0.00,131,1.644372,1.183705,0.000000,True
0.00,132,1.537830,1.274457,0.000000,True
0.00,133,1.415364,0.716993,0.235930,True
0.00,134,1.074926,0.883755,0.127237,True
0.00,135,1.733139,1.108871,0.000000,True
0.00,136,2.361306,0.775679,0.000000,True
0.00,137,2.248047,1.105214,0.000000,True
0.00,138,1.671901,0.680024,0.174980,True
0.00,139,2.864973,1.023235,0.000000,True
0.00,140,1.722248,1.076883,0.000000,True
0.00,141,1.955916,1.109243,0.014352,True
0.00,142,1.685625,0.990377,0.241676,True
0.00,143,1.596615,0.621914,0.325559,True
0.00,144,1.800171,0.419714,0.350557,True
0.00,145,0.771519,0.404777,0.796987,True
0.00,146,2.271434,1.240273,0.000000,True
0.00,147,1.711895,0.870565,0.000000,True
0.00,148,2.810096,0.943724,0.000000,True
0.00,149,3.195381,1.161970,0.000000,True
0.00,150,1.782021,0.973326,0.000000,True
0.00,151,2.577683,0.857836,0.000000,True
0.00,152,1.670217,1.059513,0.000000,True
0.00,153,2.105656,1.011367,0.000000,True
0.00,154,2.373525,1.076546,0.000000,True
0.00,155,2.618881,1.009648,0.000000,True
0.00,156,2.966847,1.409867,0.000000,True
0.00,157,3.806753,0.732048,0.000000,True
0.00,158,3.182173,1.186471,0.000000,True
0.00,159,1.267864,0.568380,0.225953,True
0.00,160,3.563157,1.166674,0.000000,True
0.00,161,0.919766,0.407293,0.462527,True
0.00,162,1.846771,0.799509,0.269676,True
0.00,163,2.391443,1.063886,0.000000,True
0.00,164,2.659230,1.147179,0.000000,True
0.00,165,1.798396,0.925971,0.084809,True
0.00,166,2.447535,1.259272,0.000000,True
0.00,167,2.602624,1.211902,0.000000,True
0.00,168,1.250711,0.789206,0.221695,True
0.00,169,2.450564,0.939428,0.099050,True
0.00,170,1.554278,0.999280,0.293753,True
0.00,171,2.173933,1.109270,0.099031,True
0.00,172,1.399564,0.581451,0.342374,True
0.00,173,1.650968,0.811817,0.103576,True
0.00,174,1.340809,0.575463,0.221134,True
0.00,175,2.481646,1.139940,0.000000,True
0.00,176,2.838225,1.255342,0.000000,True
0.00,177,1.263798,0.774635,0.206918,True
0.00,178,2.602122,0.984141,0.000000,True
0.00,179,1.552310,0.790029,0.211463,True
0.00,180,2.322397,1.195406,0.000000,True
0.00,181,2.307260,1.428663,0.000000,True
0.00,182,1.542672,1.040691,0.000000,True
0.00,183,2.039968,1.391875,0.000000,True
0.00,184,1.775678,0.825206,0.096809,True
0.00,185,1.867579,1.087332,0.000000,True
0.00,186,1.555695,1.191937,0.000000,True
0.00,187,2.100205,0.891652,0.000000,True
0.00,188,2.195732,0.915532,0.000000,True
0.00,189,1.516097,0.957829,0.000000,True
0.00,190,2.567116,1.072321,0.000000,True
0.00,191,2.037632,1.042999,0.000000,True
0.00,192,1.081392,0.546657,0.390738,True
0.00,193,2.234585,1.214787,0.000000,True
0.00,194,2.019431,1.163930,0.000000,True
0.00,195,1.540994,1.062858,0.318259,True
0.00,196,1.922738,0.852047,0.095136,True
0.00,197,3.317274,1.195167,0.000000,True
0.00,198,3.063957,1.000321,0.000000,True
0.00,199,2.151182,0.991210,0.000000,True
0.00,200,2.678114,0.951084,0.086028,True
0.00,201,1.220713,1.233747,0.000000,True
0.00,202,1.651309,0.844304,0.119096,True
0.00,203,2.650177,1.239184,0.000000,True
0.00,204,1.625011,0.729689,0.486466,True
0.00,205,3.201088,1.025519,0.000000,True
0.00,206,1.537309,0.563563,0.329085,True
0.00,207,1.942994,1.280867,0.000000,True
0.00,208,1.476931,0.941313,0.000000,True
0.00,209,2.354788,1.320784,0.000000,True
0.00,210,2.784035,0.881263,0.000000,True
0.00,211,2.520146,1.105157,0.000000,True
0.00,212,2.274996,1.346666,0.000000,True
0.00,213,1.546093,0.957414,0.211438,True
0.00,214,1.830749,1.065358,0.000000,True
0.00,215,0.968158,0.438323,0.518500,True
0.00,216,1.381759,0.691856,0.291141,True
0.00,217,3.002398,1.322094,0.000000,True
0.00,218,1.978118,1.111953,0.000000,True
0.00,219,2.186197,0.984018,0.032707,True
0.00,220,0.992196,0.457293,0.553624,True
0.00,221,2.504945,0.771561,0.496075,True
0.00,222,2.593071,1.030972,0.000000,True
0.00,223,1.440148,0.904477,0.193867,True
0.00,224,2.069099,1.206484,0.004413,True
0.00,225,2.385727,1.217508,0.000000,True
0.00,226,1.990759,1.047538,0.070594,True
0.00,227,1.644279,1.071951,0.148080,True
0.00,228,2.184538,0.929622,0.153842,True
0.00,229,2.143521,1.009702,0.000000,True
0.00,230,1.594672,0.893840,0.129728,True
0.00,231,2.807338,1.359382,0.000000,True
0.00,232,2.371595,1.326607,0.000000,True
0.00,233,1.580738,1.511715,0.000000,True
0.00,234,3.254204,1.097165,0.000000,True
0.00,235,3.068776,0.905154,0.000000,True
0.00,236,2.573962,0.944795,0.154433,True
0.00,237,1.303326,0.445699,0.616408,True
0.00,238,2.261636,1.252568,0.149131,True
0.00,239,1.213904,0.932418,0.204214,True
0.00,240,1.571579,1.117348,0.000000,True
0.00,241,0.747143,0.468783,0.350189,True
0.00,242,1.816999,0.801755,0.136669,True
0.00,243,1.630316,0.944786,0.000000,True
0.00,244,1.754183,0.891226,0.000000,True
0.00,245,2.106573,1.013727,0.000000,True
0.00,246,1.984370,1.221652,0.000000,True
0.00,247,2.676422,0.787070,0.000000,True
0.00,248,2.476218,1.030831,0.000000,True
0.00,249,3.943758,0.970298,0.000000,True
0.00,250,1.962389,1.174524,0.000000,True
0.00,251,0.828300,0.342579,0.367812,True
0.00,252,1.765086,1.245854,0.000000,True
0.00,253,1.061956,0.751233,0.263130,True
0.00,254,4.345999,1.266033,0.000000,True
0.00,255,2.600918,1.312083,0.000000,True
0.00,256,0.968591,0.387247,0.373230,True
0.00,257,1.454041,0.817209,0.102620,True
0.00,258,1.757741,1.038944,0.095640,True
0.00,259,3.395262,1.007467,0.000000,True
0.00,260,1.361085,1.007387,0.174806,True
0.00,261,0.710917,0.478340,0.431490,True
0.00,262,2.210906,1.050795,0.080314,True
0.00,263,1.927681,1.183015,0.000000,True
0.00,264,1.508556,0.830811,0.393307,True
0.00,265,2.755235,1.323180,0.000000,True
0.00,266,0.842293,0.351279,0.282661,True
0.00,267,1.201901,0.595125,0.541662,True
0.00,268,1.524556,0.880305,0.258388,True
0.00,269,1.750223,1.138017,0.000000,True
0.00,270,2.205399,1.205068,0.000000,True
0.00,271,2.968204,1.048694,0.000000,True
0.00,272,1.718115,0.861718,0.190758,True
0.00,273,2.659351,1.088192,0.000000,True
0.00,274,2.504853,0.960518,0.000000,True
0.00,275,1.854737,0.697570,0.182626,True
0.00,276,3.033395,1.063378,0.000000,True
0.00,277,1.564889,0.753478,0.218479,True
0.00,278,2.287098,1.046038,0.093877,True
0.00,279,1.956709,1.084463,0.000000,True
0.00,280,2.544534,1.069294,0.000000,True
0.00,281,1.115290,0.704901,0.367571,True
0.00,282,2.591995,1.296221,0.000000,True
0.00,283,2.189315,0.840113,0.000000,True
0.00,284,1.273978,0.718342,0.548927,True
0.00,285,1.817039,1.051635,0.000000,True
0.00,286,2.432626,1.169265,0.000000,True
0.00,287,1.934309,1.156400,0.000000,True
0.00,288,2.037254,1.185482,0.000000,True
0.00,289,1.623061,0.890821,0.064866,True
0.00,290,1.606366,1.083746,0.198556,True
0.00,291,0.958420,0.709637,0.264170,True
0.00,292,1.167738,0.652667,0.534689,True
0.00,293,1.134177,0.714873,0.274263,True
0.00,294,3.184613,1.135248,0.003252,True
0.00,295,2.380946,0.846695,0.132988,True
0.00,296,2.357387,1.029843,0.000000,True
0.00,297,2.424680,1.405122,0.000000,True
0.00,298,1.853465,1.210328,0.057951,True
0.00,299,1.516794,0.852320,0.202686,True
0.00,300,1.645748,0.640546,0.550410,True
0.00,301,2.020408,0.948746,0.038751,True
0.00,302,0.988123,0.783146,0.456274,True
0.00,303,2.594761,1.056422,0.000000,True
0.00,304,2.519966,1.207527,0.000000,True
0.00,305,2.097354,0.977835,0.195052,True
0.00,306,3.175928,1.072056,0.262158,True
0.00,307,1.015201,0.684565,0.328643,True
0.00,308,0.839740,0.600542,0.458715,True
0.00,309,0.869168,0.444217,0.545756,True
0.00,310,2.209145,1.224769,0.000000,True
0.00,311,2.599769,0.972427,0.000000,True
0.00,312,2.417037,1.425740,0.000000,True
0.00,313,1.563867,0.674362,0.275367,True
0.00,314,3.082163,1.193880,0.000000,True
0.00,315,1.865361,1.057234,0.000000,True
0.00,316,2.988622,1.255335,0.236811,True
0.00,317,0.862630,0.386105,0.660298,True
0.00,318,1.689371,1.075460,0.000000,True
0.00,319,0.921355,0.588023,0.553186,True
0.00,320,1.260712,0.816192,0.366960,True
0.00,321,1.517745,0.684039,0.070637,True
0.00,322,1.835415,0.870239,0.000000,True
0.00,323,1.931167,1.060471,0.000000,True
0.00,324,0.845096,0.483633,0.593264,True
0.00,325,1.410473,0.798443,0.357337,True
0.00,326,1.822823,0.852629,0.000000,True
0.00,327,1.839916,1.065404,0.000000,True
0.00,328,1.103456,0.512764,0.650650,True
0.00,329,3.322862,0.974502,0.000000,True
0.00,330,2.482886,1.017306,0.000000,True
0.00,331,2.947696,1.314647,0.120170,True
0.00,332,4.296125,1.215557,0.000000,True
0.00,333,1.571329,1.365653,0.000000,True
0.00,334,3.910129,0.976759,0.000000,True
0.00,335,0.952116,0.649346,0.132599,True
0.00,336,4.141473,1.346948,0.000000,True
0.00,337,1.410582,0.663505,0.438963,True
0.00,338,1.720418,0.597523,0.162802,True
0.00,339,1.539864,0.968700,0.094682,True
0.00,340,2.212011,1.278975,0.000000,True
0.00,341,0.817527,0.497771,0.609441,True
0.00,342,3.041870,1.337824,0.000000,True
0.00,343,2.443385,0.941306,0.128468,True
0.00,344,2.028590,1.252531,0.000000,True
