delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,3.895263,1.992751,0.000000,True
0.00,1,2.853487,0.922763,0.975164,True
0.00,2,3.480291,1.548992,0.601216,True
0.00,3,5.364889,1.950086,0.000000,True
0.00,4,0.742826,0.620104,1.179993,True
0.00,5,2.009765,0.953735,1.103032,True
0.00,6,6.658955,1.614815,0.278164,True
0.00,7,0.995903,0.484503,1.335288,True
0.00,8,1.921154,1.161324,0.771923,True
0.00,9,1.120472,0.743777,1.357008,True
0.00,10,1.497049,0.959118,1.042361,True
0.00,11,1.801733,0.751591,1.157732,True
0.00,12,1.607889,0.725613,1.286051,True
0.00,13,1.569654,0.895401,1.487731,True
0.00,14,1.711381,1.145450,1.086007,True
0.00,15,1.338408,0.721487,1.127807,True
0.00,16,3.666257,1.461499,0.422303,True
0.00,17,4.846308,2.082560,0.000000,True
0.00,18,6.927502,1.916890,0.000000,True
0.00,19,1.915235,0.677136,1.183540,True
0.00,20,4.418338,1.927843,0.000000,True
0.00,21,1.216694,0.834658,1.252202,True
0.00,22,1.745834,0.777178,1.205927,True
0.00,23,1.311376,0.950095,1.068989,True
0.00,24,2.019475,1.006528,1.019191,True
0.00,25,1.496842,0.805458,1.333573,True
0.00,26,1.167349,0.620105,1.398365,True
0.00,27,3.652355,0.941184,0.926210,True
0.00,28,6.106618,1.995510,0.000000,True
0.00,29,1.626516,1.237670,0.858242,True
0.00,30,4.669829,2.008197,0.000000,True
0.00,31,7.946727,1.784653,0.000000,True
0.00,32,1.201782,0.477165,1.333800,True
0.00,33,0.861991,0.425380,1.343392,True
0.00,34,5.479973,2.336499,0.000000,True
0.00,35,6.903363,1.829690,0.000000,True
0.00,36,1.306261,0.827957,1.207786,True
0.00,37,2.771139,1.970444,0.314396,True
0.00,38,1.611532,0.624352,1.089882,True
0.00,39,4.258559,2.058926,0.000000,True
0.00,40,3.548085,1.801246,0.313631,True
0.00,41,2.357373,0.984584,0.832981,True
0.00,42,1.668634,1.167953,0.980540,True
0.00,43,1.312807,0.719486,1.047471,True
0.00,44,1.712873,0.693426,1.192725,True
0.00,45,4.359407,2.237062,0.000000,True
0.00,46,1.722954,0.776563,0.892695,True
0.00,47,5.416123,2.481904,0.000000,True
0.00,48,2.378665,1.603833,0.630699,True
0.00,49,4.513232,2.162847,0.108803,True
0.00,50,2.882939,1.276830,0.549127,True
0.00,51,1.658529,0.734214,1.100581,True
0.00,52,2.109639,1.087717,1.189613,True
0.00,53,1.623003,0.688598,1.000119,True
0.00,54,2.539082,1.165565,1.017828,True
0.00,55,0.824807,0.480992,1.323822,True
0.00,56,0.712840,0.528844,1.752920,True
0.00,57,4.371022,2.093443,0.000000,True
0.00,58,6.131337,1.610467,0.238482,True
0.00,59,4.216810,2.216452,0.000000,True
0.00,60,1.723621,0.649739,1.107253,True
0.00,61,2.447441,1.252846,0.671972,True
0.00,62,4.714953,2.007831,0.000000,True
0.00,63,1.152736,0.610222,1.273411,True
0.00,64,1.123471,0.834237,1.067696,True
0.00,65,2.561589,1.454056,0.879248,True
0.00,66,1.686838,0.575311,1.299997,True
0.00,67,1.755507,1.078836,0.905149,True
0.00,68,1.815805,0.949092,1.293338,True
0.00,69,2.857312,1.120249,1.087772,True
0.00,70,4.438177,1.596417,0.775548,True
0.00,71,3.695772,2.387964,0.000000,True
0.00,72,2.548648,1.438636,0.645589,True
0.00,73,1.118092,0.374717,1.613523,True
0.00,74,2.326679,0.702204,1.548184,True
0.00,75,4.604004,1.825622,0.370460,True
0.00,76,2.780001,1.666275,0.521045,True
0.00,77,4.391748,2.243243,0.000000,True
0.00,78,2.956479,1.240725,0.737960,True
0.00,79,7.219791,1.943330,0.000000,True
0.00,80,5.706136,1.806293,0.000000,True
0.00,81,1.176986,0.503525,1.351915,True
0.00,82,1.515101,0.793661,1.026580,True
0.00,83,2.141422,1.177616,0.986483,True
0.00,84,2.714625,1.211509,0.623677,True
0.00,85,7.192797,1.997060,0.000000,True
0.00,86,0.820126,0.357459,1.346943,True
0.00,87,1.044324,0.583971,1.148514,True
0.00,88,1.792292,0.711268,1.252719,True
0.00,89,6.295888,2.109083,0.000000,True
0.00,90,3.046959,2.048191,0.403114,True
0.00,91,4.192788,1.034612,0.630582,True
0.00,92,1.379099,0.842617,1.220922,True
0.00,93,4.992608,1.990852,0.000000,True
0.00,94,5.279993,1.945591,0.000000,True
0.00,95,1.090281,1.023615,1.211378,True
0.00,96,3.941543,1.325506,0.589457,True
0.00,97,1.066952,0.365905,1.253595,True
0.00,98,3.598935,1.239401,0.491193,True
0.00,99,1.193826,0.850318,1.380027,True
0.00,100,1.364269,0.533291,1.130904,True
0.00,101,3.114111,1.102036,0.769912,True
0.00,102,5.453619,2.128819,0.000000,True
0.00,103,4.314675,1.729880,0.289479,True
0.00,104,2.114939,0.895107,0.941620,True
0.00,105,0.912395,0.733892,1.386804,True
0.00,106,4.426023,2.216623,0.000000,True
0.00,107,0.774192,0.298202,1.219092,True
0.00,108,4.123693,1.963855,0.000000,True
0.00,109,3.668790,2.233305,0.000000,True
0.00,110,2.079506,0.759588,1.207424,True
0.00,111,1.598160,1.127638,0.962500,True
0.00,112,1.662569,0.905513,0.934960,True
0.00,113,0.746059,0.349140,1.327436,True
0.00,114,2.826079,1.268637,0.706156,True
0.00,115,0.869638,0.577231,1.285834,True
0.00,116,2.709114,1.120113,1.068728,True
0.00,117,6.870200,1.736460,0.000000,True
0.00,118,1.924550,0.845214,1.312739,True
0.00,119,1.585242,0.505773,1.309653,True
0.00,120,1.344275,0.786857,1.264447,True
0.00,121,1.491076,0.485067,1.222248,True
0.00,122,4.558840,2.046688,0.000000,True
0.00,123,4.474181,2.143428,0.000000,True
0.00,124,7.757472,2.371641,0.000000,True
0.00,125,1.864534,0.998005,0.892920,True
0.00,126,2.206050,1.024261,0.969840,True
0.00,127,4.946758,1.993909,0.000000,True
0.00,128,3.346350,1.398866,0.546880,True
0.00,129,2.282575,0.986286,0.981564,True
0.00,130,5.238860,2.317012,0.000000,True
0.00,131,0.937746,0.394512,1.493435,True
0.00,132,4.330181,2.054213,0.000000,True
0.00,133,1.617910,0.609597,1.167367,True
0.00,134,0.973888,0.550573,1.275050,True
0.00,135,2.175510,0.854304,1.035508,True
0.00,136,2.643893,1.123471,0.800584,True
0.00,137,1.368263,0.693081,1.304296,True
0.00,138,3.414974,2.020127,0.157883,True
0.00,139,4.824099,2.274375,0.000000,True
0.00,140,5.730547,1.863010,0.000000,True
0.00,141,1.693282,0.927952,0.971640,True
0.00,142,1.513281,0.542908,1.272580,True
0.00,143,1.330716,1.082782,1.188921,True
0.00,144,1.238301,0.854486,1.108390,True
0.00,145,1.061515,0.401726,1.681653,True
0.00,146,1.400117,0.503905,1.246049,True
0.00,147,1.384677,0.494831,1.262996,True
0.00,148,3.501503,1.081300,0.604579,True
0.00,149,6.920720,2.126741,0.000000,True
0.00,150,2.580903,1.605090,0.580104,True
0.00,151,2.515228,1.046237,0.953846,True
0.00,152,2.867309,1.261935,0.708988,True
0.00,153,1.297201,0.547065,1.086071,True
0.00,154,5.124373,1.938923,0.000000,True
0.00,155,4.605007,1.973915,0.000000,True
0.00,156,1.810168,1.041952,1.115806,True
0.00,157,3.968625,1.994011,0.000000,True
0.00,158,3.798754,2.240600,0.000000,True
0.00,159,4.181971,2.200037,0.000000,True
0.00,160,3.568900,1.213562,0.472657,True
0.00,161,1.214991,0.777736,1.037088,True
0.00,162,2.855996,1.408590,0.735091,True
0.00,163,4.415117,1.984210,0.000000,True
0.00,164,4.945385,1.966028,0.075244,True
0.00,165,5.490944,1.445174,0.453561,True
0.00,166,1.065334,0.669909,1.227955,True
0.00,167,2.527179,0.879170,1.362986,True
0.00,168,5.371955,2.296082,0.000000,True
0.00,169,3.227719,2.123990,0.000000,True
0.00,170,1.823733,0.822223,1.177436,True
0.00,171,1.202855,0.946153,1.070251,True
0.00,172,4.703178,1.936318,0.000000,True
0.00,173,3.081018,1.277936,0.557354,True
0.00,174,1.775964,1.031845,0.917820,True
0.00,175,4.353404,1.261830,0.739167,True
0.00,176,3.917425,1.784881,0.306845,True
0.00,177,2.276216,1.014668,0.994911,True
0.00,178,5.378961,1.499006,0.380814,True
0.00,179,0.980939,0.688993,1.014766,True
0.00,180,1.004921,0.483705,1.445757,True
0.00,181,1.486071,0.717114,1.145561,True
0.00,182,2.489283,0.916080,0.905486,True
0.00,183,2.761515,1.670348,0.531980,True
0.00,184,2.680403,1.232968,0.989110,True
0.00,185,1.791519,1.072444,0.917814,True
0.00,186,3.229427,1.018837,1.271376,True
0.00,187,0.810568,0.593004,1.240026,True
0.00,188,1.303133,0.960463,1.175073,True
0.00,189,3.677879,1.305206,0.542142,True
0.00,190,1.901744,1.010094,0.970201,True
0.00,191,1.142227,0.635796,1.255819,True
0.00,192,4.720694,1.995357,0.000000,True
0.00,193,1.915415,0.861470,1.005474,True
0.00,194,4.377043,1.354264,0.418855,True
0.00,195,1.415199,0.494721,1.314392,True
0.00,196,1.786689,1.009879,0.942757,True
0.00,197,1.853325,1.040422,1.089596,True
0.00,198,0.622550,0.203967,1.546361,True
0.00,199,1.673711,0.834380,0.996191,True
