delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,1.115614,1.447037,0.000000,True
0.00,1,0.837549,0.564525,0.310523,True
0.00,2,1.966558,0.782511,0.000000,True
0.00,3,1.591654,1.826351,0.000000,True
0.00,4,1.409586,1.103711,0.000000,True
0.00,5,0.991951,1.747609,0.061002,True
0.00,6,2.814156,1.156433,0.000000,True
0.00,7,1.781242,0.929688,0.000000,True
0.00,8,1.855379,1.057369,0.000000,True
0.00,9,1.717276,1.448207,0.217823,True
0.00,10,1.524854,1.204388,0.087691,True
0.00,11,0.574137,0.722680,0.197687,True
0.00,12,1.332590,1.062767,0.000000,True
0.00,13,1.546911,0.465905,0.620251,True
0.00,14,2.143242,1.211768,0.000000,True
0.00,15,1.829580,0.931569,0.000000,True
0.00,16,1.421226,0.858816,0.000000,True
0.00,17,0.859922,0.722417,0.228106,True
0.00,18,1.460674,0.880851,0.031721,True
0.00,19,0.812602,0.888274,0.126134,True
0.00,20,0.847088,0.690936,0.224197,True
0.00,21,1.765957,0.832700,0.000000,True
0.00,22,1.638240,1.168219,0.000000,True
0.00,23,2.414948,1.402286,0.000000,True
0.00,24,1.362450,0.606707,0.146214,True
0.00,25,1.228799,1.291478,0.000000,True
0.00,26,1.701063,1.323130,0.083442,True
0.00,27,1.230409,0.536621,0.251139,True
0.00,28,0.751697,0.571960,0.104583,True
0.00,29,1.414472,1.598166,0.000000,True
0.00,30,1.686388,1.052076,0.000000,True
0.00,31,0.662189,0.567807,0.228436,True
0.00,32,1.005947,0.999597,0.092806,True
0.00,33,2.163888,1.249489,0.000000,True
0.00,34,1.814289,0.820801,0.000000,True
0.00,35,2.558979,1.215150,0.142010,True
0.00,36,0.749309,0.312713,0.400869,True
0.00,37,1.272859,1.107140,0.112715,True
0.00,38,1.548046,1.223299,0.071669,True
0.00,39,1.102323,0.529381,0.053052,True
0.00,40,3.915904,1.165778,0.000000,True
0.00,41,4.025349,0.871424,0.000000,True
0.00,42,3.786386,0.924243,0.000000,True
0.00,43,2.239821,1.881770,0.000000,True
0.00,44,4.395686,0.926169,0.000000,True
0.00,45,1.122104,0.975411,0.058688,True
0.00,46,1.895127,1.679984,0.000000,True
0.00,47,1.293843,1.277295,0.011136,True
0.00,48,1.539092,1.042918,0.000000,True
0.00,49,1.508457,1.127613,0.000000,True
0.00,50,1.291922,1.464991,0.000000,True
0.00,51,1.467723,1.252405,0.000000,True
0.00,52,1.753021,1.163018,0.000000,True
0.00,53,1.961418,1.245107,0.145673,True
0.00,54,1.267306,1.992804,0.000000,True
0.00,55,0.966746,1.038853,0.341573,True
0.00,56,2.191799,1.208090,0.000000,True
0.00,57,3.045921,1.304885,0.000000,True
0.00,58,0.488556,0.464090,0.398127,True
0.00,59,1.256809,0.976645,0.043435,True
0.00,60,1.749692,1.130690,0.000000,True
0.00,61,0.751711,0.827095,0.203122,True
0.00,62,1.195344,1.226267,0.000000,True
0.00,63,0.523194,0.453720,0.277001,True
0.00,64,1.692525,1.062692,0.000000,True
0.00,65,1.129594,1.257222,0.037396,True
0.00,66,1.822951,1.250425,0.000000,True
0.00,67,1.395119,0.772914,0.275965,True
0.00,68,1.316664,0.882277,0.000000,True
0.00,69,0.782845,0.601750,0.374706,True
0.00,70,1.617474,1.718036,0.000000,True
0.00,71,2.875515,1.231318,0.000000,True
0.00,72,2.207760,0.912692,0.000000,True
0.00,73,1.232424,1.944353,0.000000,True
0.00,74,1.626019,1.271516,0.000000,True
0.00,75,0.892936,0.709824,0.046750,True
0.00,76,1.812904,1.480994,0.000000,True
0.00,77,1.323720,0.849733,0.144817,True
0.00,78,2.085899,1.110201,0.000000,True
0.00,79,1.750312,0.591978,0.261949,True
0.00,80,1.508241,1.588861,0.000000,True
0.00,81,0.877753,0.770833,0.141294,True
0.00,82,0.863724,0.437834,0.867771,True
0.00,83,1.541854,1.071806,0.000000,True
0.00,84,1.141008,1.082185,0.151977,True
0.00,85,1.953196,1.137101,0.000000,True
0.00,86,2.219073,1.111491,0.000000,True
0.00,87,0.895119,0.355215,0.736667,True
0.00,88,1.266829,0.901756,0.315860,True
0.00,89,1.491693,0.357543,0.633393,True
0.00,90,1.997051,1.252637,0.000000,True
0.00,91,1.331712,1.021112,0.000000,True
0.00,92,1.338996,1.029137,0.000000,True
0.00,93,1.395883,0.927183,0.000000,True
0.00,94,0.659717,0.726311,0.192538,True
0.00,95,0.861878,0.604668,0.250458,True
0.00,96,1.104437,0.859026,0.000000,True
0.00,97,1.688008,0.999511,0.000000,True
0.00,98,0.566676,0.614522,0.216540,True
0.00,99,1.236178,0.808629,0.181374,True
0.00,100,0.765704,0.197355,0.346435,True
0.00,101,0.990408,0.934430,0.256836,True
0.00,102,0.957616,0.845647,0.284135,True
0.00,103,1.882551,1.287175,0.000000,True
0.00,104,1.679716,0.640691,0.258050,True
0.00,105,0.794886,0.538305,0.361693,True
0.00,106,1.522620,0.674254,0.000000,True
0.00,107,2.605087,0.995379,0.000000,True
0.00,108,2.487717,1.238282,0.028646,True
0.00,109,1.752265,0.955178,0.015948,True
0.00,110,1.311509,0.742763,0.353557,True
0.00,111,1.021768,0.768078,0.124213,True
0.00,112,2.908236,0.678858,0.000000,True
0.00,113,1.727946,0.904780,0.000000,True
0.00,114,1.096535,1.032665,0.491294,True
0.00,115,0.841562,0.908662,0.129933,True
0.00,116,1.028799,0.466160,0.321503,True
0.00,117,1.401066,1.327528,0.000000,True
0.00,118,1.015713,0.908690,0.219062,True
0.00,119,0.793859,0.623156,0.309409,True
0.00,120,1.058939,0.580132,0.304931,True
0.00,121,0.900932,0.926308,0.092926,True
0.00,122,1.342649,0.798762,0.000000,True
0.00,123,0.948634,0.929799,0.147890,True
0.00,124,2.161315,0.924201,0.000000,True
0.00,125,1.308163,1.051518,0.053666,True
0.00,126,2.606738,1.536842,0.000000,True
0.00,127,0.991621,0.958892,0.139882,True
0.00,128,1.712570,0.986306,0.000000,True
