delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,9.052794,1.915300,0.000000,True
0.00,1,5.045601,0.654883,1.390931,True
0.00,2,9.743839,1.977725,0.000000,True
0.00,3,1.693084,0.351508,1.486144,True
0.00,4,4.404005,0.904998,1.036879,True
0.00,5,3.891487,0.649814,1.421775,True
0.00,6,8.789933,2.103504,0.000000,True
0.00,7,8.744330,2.084527,0.000000,True
0.00,8,3.238313,0.623773,1.445095,True
0.00,9,9.908041,2.006735,0.000000,True
0.00,10,3.911924,0.766940,1.203567,True
0.00,11,3.804525,0.623982,1.394948,True
0.00,12,2.135491,0.469066,1.528776,True
0.00,13,2.608450,0.419078,1.624495,True
0.00,14,10.399997,2.066003,0.000000,True
0.00,15,12.491408,2.001884,0.000000,True
0.00,16,1.438286,0.379446,1.604931,True
0.00,17,7.665501,1.971009,0.000000,True
0.00,18,9.196834,2.023077,0.000000,True
0.00,19,8.385357,1.998638,0.000000,True
0.00,20,3.304525,0.391039,1.683773,True
0.00,21,4.350890,0.841012,1.161024,True
0.00,22,2.954358,0.531075,1.476819,True
0.00,23,1.587031,0.262117,1.768974,True
0.00,24,7.680364,1.875801,0.000000,True
0.00,25,2.892861,0.610290,1.288913,True
0.00,26,2.861097,0.722872,1.307182,True
0.00,27,14.999995,1.849305,0.155962,True
0.00,28,13.250341,1.931187,0.000000,True
0.00,29,1.868775,0.702603,1.259561,True
0.00,30,8.197663,1.899182,0.000000,True
0.00,31,14.999995,1.512943,0.559289,True
0.00,32,10.613793,2.103086,0.000000,True
0.00,33,11.656076,2.028852,0.000000,True
0.00,34,14.999994,1.936644,0.158888,True
0.00,35,10.227027,1.642611,0.341242,True
0.00,36,10.049090,2.158598,0.000000,True
0.00,37,14.949472,2.092164,0.000000,True
0.00,38,10.374247,1.944796,0.000000,True
0.00,39,8.871673,2.145196,0.000000,True
0.00,40,4.203922,0.859332,1.242207,True
0.00,41,4.779929,1.000221,0.917343,True
0.00,42,9.789456,2.099901,0.000000,True
0.00,43,2.241246,0.417002,1.542730,True
0.00,44,4.134747,1.022293,0.979979,True
0.00,45,0.969784,0.193674,1.678415,True
0.00,46,12.583744,2.026348,0.000000,True
0.00,47,8.799203,2.014027,0.000000,True
0.00,48,11.751015,2.032635,0.000000,True
0.00,49,10.116834,2.045084,0.000000,True
0.00,50,2.976413,0.754919,1.346167,True
0.00,51,10.365898,1.841479,0.233559,True
0.00,52,9.125827,2.045530,0.000000,True
0.00,53,4.295637,0.772920,1.200536,True
0.00,54,4.120876,0.890897,1.090403,True
0.00,55,7.341769,1.968495,0.000000,True
0.00,56,5.718438,2.033928,0.000000,True
0.00,57,8.264819,1.978553,0.000000,True
0.00,58,8.613973,1.864544,0.000000,True
0.00,59,9.377016,1.891040,0.000000,True
0.00,60,4.489391,0.682168,1.274585,True
0.00,61,9.174580,2.024004,0.000000,True
0.00,62,1.917487,0.543909,1.459450,True
0.00,63,10.360966,1.780981,0.000000,True
0.00,64,8.314126,2.118513,0.000000,True
0.00,65,8.656020,2.121801,0.000000,True
0.00,66,7.837296,1.644175,0.409727,True
0.00,67,8.706968,1.884864,0.136736,True
0.00,68,9.340168,2.098400,0.000000,True
0.00,69,8.592156,2.137408,0.000000,True
0.00,70,0.877002,0.100688,1.907895,True
0.00,71,5.812233,1.244810,0.658674,True
0.00,72,1.560680,0.381983,1.442409,True
0.00,73,7.740443,2.031089,0.000000,True
0.00,74,13.899170,1.917710,0.000000,True
0.00,75,7.119720,1.646954,0.282977,True
0.00,76,9.384688,2.064716,0.000000,True
0.00,77,2.730825,0.502352,1.510425,True
0.00,78,8.933092,1.492527,0.459912,True
0.00,79,5.361632,1.141660,0.742675,True
0.00,80,6.808609,1.416050,0.578613,True
0.00,81,9.982234,2.005406,0.000000,True
0.00,82,8.727361,2.051917,0.000000,True
0.00,83,6.650667,1.984975,0.000000,True
0.00,84,2.736386,0.618078,1.349050,True
0.00,85,13.930226,1.966943,0.000000,True
0.00,86,9.285150,2.049561,0.000000,True
0.00,87,1.948885,0.284589,1.741856,True
0.00,88,8.641563,1.931355,0.000000,True
0.00,89,2.396918,0.279319,1.664557,True
0.00,90,1.672051,0.288636,1.710811,True
0.00,91,7.951036,2.058995,0.000000,True
0.00,92,1.131716,0.295543,1.717989,True
0.00,93,12.622965,2.063106,0.000000,True
0.00,94,10.724064,2.133019,0.000000,True
0.00,95,13.544224,2.066007,0.000000,True
0.00,96,6.409108,2.057232,0.000000,True
0.00,97,13.411667,1.914069,0.000000,True
0.00,98,7.273667,2.055765,0.000000,True
0.00,99,13.618053,2.048028,0.000000,True
0.00,100,1.105393,0.281764,1.528793,True
0.00,101,3.926220,0.590263,1.400073,True
0.00,102,8.277786,1.980756,0.000000,True
0.00,103,2.172308,0.635201,1.387069,True
0.00,104,1.869364,0.524944,1.419764,True
0.00,105,2.097992,0.231655,1.840785,True
0.00,106,10.085796,1.945780,0.000000,True
0.00,107,2.338048,0.370091,1.517274,True
0.00,108,1.473276,0.436319,1.479998,True
0.00,109,12.672204,2.038663,0.000000,True
0.00,110,9.456025,2.082077,0.000000,True
0.00,111,14.327323,1.961682,0.000000,True
0.00,112,10.132366,1.981765,0.000000,True
0.00,113,12.669418,2.167990,0.000000,True
0.00,114,10.109188,2.011653,0.000000,True
0.00,115,10.121752,2.066373,0.000000,True
0.00,116,3.062819,0.822462,1.223954,True
0.00,117,14.045739,1.879739,0.000000,True
0.00,118,3.849404,0.792954,1.235531,True
0.00,119,11.687521,1.859177,0.203409,True
0.00,120,3.072700,0.523182,1.486691,True
0.00,121,1.812389,0.507591,1.426343,True
0.00,122,10.163703,2.025269,0.000000,True
0.00,123,13.938855,1.859592,0.000000,True
0.00,124,12.314023,2.034121,0.000000,True
0.00,125,3.173923,0.841284,1.252487,True
0.00,126,14.999993,1.914004,0.004726,True
0.00,127,3.141035,0.524368,1.510934,True
0.00,128,2.949187,0.561191,1.434232,True
0.00,129,7.465245,1.932832,0.000000,True
0.00,130,7.712800,1.851247,0.000000,True
0.00,131,1.573358,0.271729,1.738538,True
0.00,132,3.667280,0.905866,0.987287,True
0.00,133,13.148283,2.022382,0.000000,True
0.00,134,1.840563,0.509226,1.576593,True
0.00,135,1.987880,0.455670,1.544617,True
0.00,136,10.941346,2.112781,0.000000,True
0.00,137,2.177157,0.369108,1.705740,True
0.00,138,11.958879,1.911120,0.000000,True
0.00,139,13.054647,2.117465,0.000000,True
0.00,140,4.488569,0.661924,1.335059,True
0.00,141,1.369353,0.205897,1.787698,True
0.00,142,5.641233,1.155645,0.953938,True
0.00,143,7.044142,2.043015,0.000000,True
0.00,144,1.923649,0.412513,1.485942,True
0.00,145,9.927094,1.957262,0.000000,True
0.00,146,10.953847,2.017485,0.000000,True
0.00,147,1.266227,0.388089,1.445533,True
0.00,148,9.332551,1.984501,0.000000,True
0.00,149,1.786483,0.509832,1.398430,True
0.00,150,10.549285,2.107041,0.000000,True
0.00,151,14.298577,2.105290,0.000000,True
0.00,152,1.399368,0.282591,1.607622,True
0.00,153,14.664974,2.012757,0.000000,True
0.00,154,13.524258,2.023754,0.000000,True
0.00,155,8.677034,1.974478,0.000000,True
0.00,156,6.762048,2.016761,0.000000,True
0.00,157,2.685787,0.677803,1.208257,True
0.00,158,14.999995,1.646540,0.354138,True
0.00,159,10.542698,2.008765,0.000000,True
0.00,160,1.808201,0.410433,1.463560,True
0.00,161,1.611314,0.332753,1.704539,True
0.00,162,14.926413,1.955829,0.000000,True
0.00,163,2.309647,0.488996,1.430582,True
0.00,164,4.167764,0.952528,0.989375,True
0.00,165,12.760721,2.015860,0.000000,True
0.00,166,11.729227,2.063479,0.000000,True
0.00,167,7.466311,2.074410,0.000000,True
0.00,168,14.999995,1.629872,0.286583,True
0.00,169,3.879166,0.742151,1.293641,True
0.00,170,3.364279,0.862073,0.971275,True
0.00,171,7.300190,1.995226,0.000000,True
0.00,172,14.415394,1.984588,0.000000,True
