delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,1.232772,0.925949,0.512661,True
0.00,1,1.178505,0.680639,0.599502,True
0.00,2,1.306496,1.014482,0.479930,True
0.00,3,1.662884,1.221956,0.406695,True
0.00,4,3.404044,1.704634,0.000000,True
0.00,5,1.367407,0.798071,0.488584,True
0.00,6,1.894992,0.925394,0.514445,True
0.00,7,2.424179,1.149500,0.468159,True
0.00,8,1.382106,0.545428,0.581674,True
0.00,9,0.831394,0.755349,0.581456,True
0.00,10,1.238430,1.139427,0.568980,True
0.00,11,1.665744,1.221581,0.472352,True
0.00,12,3.322569,1.594012,0.145268,True
0.00,13,3.310709,1.601181,0.136046,True
0.00,14,1.418377,1.161699,0.395213,True
0.00,15,2.831186,1.527885,0.000000,True
0.00,16,2.662786,0.923326,0.407562,True
0.00,17,1.387817,1.019281,0.464404,True
0.00,18,1.960691,1.114842,0.541274,True
0.00,19,2.042010,1.315405,0.338189,True
0.00,20,1.799381,0.979924,0.477311,True
0.00,21,3.206187,1.200141,0.105054,True
0.00,22,1.533442,1.317953,0.372226,True
0.00,23,1.448157,0.797338,0.514466,True
0.00,24,2.080288,1.119611,0.433999,True
0.00,25,1.135833,0.910412,0.469784,True
0.00,26,1.673969,0.591751,0.702909,True
0.00,27,1.653039,1.280944,0.416127,True
0.00,28,1.183320,0.779483,0.533871,True
0.00,29,1.741116,1.197832,0.496012,True
0.00,30,1.113184,0.667002,0.654482,True
0.00,31,2.085391,1.210451,0.320672,True
0.00,32,1.394252,0.834966,0.601856,True
0.00,33,2.054256,1.323849,0.285059,True
0.00,34,2.145522,1.254348,0.273755,True
0.00,35,1.378270,1.096453,0.590421,True
0.00,36,1.034728,0.773800,0.761281,True
0.00,37,2.116403,0.823293,0.422646,True
0.00,38,1.120820,0.986286,0.501679,True
0.00,39,1.914212,1.457042,0.326508,True
0.00,40,4.352514,1.412389,0.000000,True
0.00,41,2.141042,0.975998,0.556011,True
0.00,42,1.091335,0.861978,0.708135,True
0.00,43,1.879324,1.457284,0.300617,True
0.00,44,1.303551,0.912885,0.683409,True
0.00,45,1.973582,1.527967,0.337992,True
0.00,46,3.093430,1.888956,0.000000,True
0.00,47,0.995712,0.790605,0.894625,True
0.00,48,1.591391,1.087265,0.447003,True
0.00,49,2.464317,1.363742,0.194100,True
0.00,50,2.160285,1.427456,0.245149,True
0.00,51,1.298723,0.810577,0.591510,True
0.00,52,1.263642,1.048648,0.461881,True
0.00,53,1.298016,0.594414,0.553808,True
0.00,54,1.174390,1.175945,0.511632,True
0.00,55,1.445956,0.876454,0.665824,True
