delta,rep,beta_hat,eta_hat,gamma_hat,status
0.00,0,6.595463,1.144175,0.000000,True
0.00,1,2.816230,0.754729,0.320309,True
0.00,2,14.999995,0.958264,0.016064,True
0.00,3,5.358756,1.201658,0.000000,True
0.00,4,7.102746,1.055706,0.000000,True
0.00,5,3.607387,1.002200,0.000000,True
0.00,6,2.672957,0.507303,0.552565,True
0.00,7,6.241392,0.793534,0.317815,True
0.00,8,2.465411,0.596780,0.458060,True
0.00,9,8.155465,1.138247,0.000000,True
0.00,10,2.957216,0.589596,0.423612,True
0.00,11,2.676285,0.485210,0.565405,True
0.00,12,4.604171,0.897579,0.149459,True
0.00,13,9.432990,1.192728,0.000000,True
0.00,14,1.602703,0.290811,0.815626,True
0.00,15,4.380786,1.164357,0.000000,True
0.00,16,6.384298,1.162529,0.000000,True
0.00,17,3.496190,0.663277,0.448090,True
0.00,18,3.533987,0.386119,0.696424,True
0.00,19,4.701944,0.662819,0.573036,True
0.00,20,2.786405,0.500969,0.573672,True
0.00,21,4.335401,0.892335,0.106712,True
0.00,22,2.546689,0.596525,0.422831,True
0.00,23,1.988608,0.576106,0.448019,True
0.00,24,6.124324,1.028555,0.000000,True
0.00,25,2.778179,0.656350,0.418411,True
0.00,26,1.825914,0.282963,0.786520,True
0.00,27,3.235049,0.610858,0.446382,True
0.00,28,1.511752,0.157934,0.884283,True
0.00,29,3.482226,0.938264,0.091677,True
0.00,30,1.689736,0.131195,0.899326,True
0.00,31,4.012362,1.045819,0.000000,True
0.00,32,3.790120,0.936278,0.000000,True
0.00,33,2.948149,0.623396,0.542695,True
0.00,34,3.478253,1.076046,0.000000,True
0.00,35,1.771038,0.446568,0.605131,True
0.00,36,1.758160,0.557771,0.535863,True
0.00,37,6.012324,1.205715,0.000000,True
0.00,38,3.655320,0.481331,0.547408,True
0.00,39,4.418641,1.046680,0.000000,True
0.00,40,8.179579,1.121613,0.000000,True
0.00,41,4.643353,1.120874,0.000000,True
0.00,42,4.967669,1.096327,0.000000,True
0.00,43,4.608200,1.032153,0.000000,True
0.00,44,4.693617,1.189121,0.000000,True
0.00,45,3.603445,1.087762,0.000000,True
